Instances,feature_ cheap.pattern.time,feature_ cheap.pattern.vertices,feature_ cheap.pattern.edges,feature_ cheap.pattern.loops,feature_ cheap.pattern.meandeg,feature_ cheap.pattern.maxdeg,feature_ cheap.pattern.degisfixed,feature_ cheap.pattern.density,feature_ cheap.target.time,feature_ cheap.target.vertices,feature_ cheap.target.edges,feature_ cheap.target.loops,feature_ cheap.target.meandeg,feature_ cheap.target.maxdeg,feature_ cheap.target.degisfixed,feature_ cheap.target.density,feature_ distance.pattern.time,feature_ distance.pattern.isconnected,feature_ distance.pattern.meandistance,feature_ distance.pattern.maxdistance,feature_ distance.pattern.proportiondistancege2,feature_ distance.pattern.proportiondistancege3,feature_ distance.pattern.proportiondistancege4,feature_ distance.target.time,feature_ distance.target.isconnected,feature_ distance.target.meandistance,feature_ distance.target.maxdistance,feature_ distance.target.proportiondistancege2,feature_ distance.target.proportiondistancege3,feature_ distance.target.proportiondistancege4,feature_ lad.values.removed,feature_ lad.values.removed.percent,feature_ lad.values.removed.min,feature_ lad.values.removed.max,feature_ lad.time,algo_lad,algo_supplementallad,algo_vf2,algo_glasgow1,algo_glasgow2,algo_glasgow3,algo_glasgow4
g3-g25,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,75.0,114.0,0.0,3.04,20.0,0.0,0.041081,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,1.94488,4.0,0.094933,0.028444,0.004622,530.0,70.666667,70.666664,70.666664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
g3-g26,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,80.0,254.0,0.0,6.35,36.0,0.0,0.08038,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,2.64115,5.0,0.835,0.524062,0.133125,320.0,40.0,40.0,40.0,0.0,1.0,1.0,927.0,0.0,1.0,3.0,10.0
g3-g27,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,86.0,400.0,0.0,9.30233,81.0,0.0,0.109439,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,1.94473,3.0,0.880206,0.053543,0.0,150.0,17.44186,17.44186,17.44186,0.0,2.0,1.0,2.0,0.0,2.0,6.0,42.0
g3-g28,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,97.0,92.0,0.0,1.89691,12.0,0.0,0.01976,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,4.5982,12.0,0.523754,0.444893,0.387501,940.0,96.907216,96.907219,96.907219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
g3-g29,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,100.0,906.0,0.0,18.12,31.0,0.0,0.18303,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,1.84121,3.0,0.8088,0.024,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,9.0,106.0
g3-g30,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,100.0,907.0,8.0,18.06,31.0,0.0,0.183232,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,1.84424,3.0,0.8102,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,8.0,104.0
g3-g31,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,100.0,1000.0,0.0,20.0,32.0,0.0,0.20202,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,1.81071,3.0,0.79,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,3.0,14.0,150.0
g3-g32,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,100.0,4950.0,0.0,99.0,99.0,1.0,1.0,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,1.0,0.0,8.0,732.0,66861.0
g3-g33,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,101.0,297.0,0.0,5.88119,13.0,0.0,0.058812,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,3.7499,7.0,0.931869,0.799922,0.578963,0.0,0.0,0.0,0.0,0.0,70.0,82.0,3285.0,8.0,5.0,7.0,11.0
g3-g34,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,120.0,240.0,0.0,4.0,4.0,1.0,0.033613,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,5.04202,10.0,0.958333,0.883333,0.758333,0.0,0.0,0.0,0.0,0.0,32.0,35.0,7.0,2.0,1.0,1.0,3.0
g3-g35,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,120.0,317.0,0.0,5.28333,8.0,0.0,0.044398,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,4.12268,9.0,0.823194,0.737778,0.574444,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,11.0
g3-g36,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,120.0,321.0,0.0,5.35,7.0,0.0,0.044958,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,3.56317,8.0,0.947083,0.794583,0.471389,0.0,0.0,0.0,0.0,0.0,55.0,68.0,139.0,9.0,4.0,3.0,7.0
g3-g37,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,120.0,638.0,0.0,10.6333,13.0,0.0,0.089356,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,2.78389,6.0,0.903056,0.591667,0.195694,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,2.0,5.0,20.0
g3-g38,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,121.0,210.0,0.0,3.47107,28.0,0.0,0.028926,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,2.23636,3.0,0.181682,0.07841,0.0,790.0,65.289256,65.289253,65.289253,0.0,4.0,2.0,135275.0,24.0,1.0,2.0,9.0
g3-g39,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,121.0,320.0,0.0,5.28926,6.0,0.0,0.044077,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,6.23939,20.0,0.948023,0.871662,0.772761,20.0,1.652893,1.652893,1.652893,0.0,76.0,88.0,742.0,7.0,7.0,7.0,10.0
g3-g4,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,10.0,45.0,0.0,9.0,9.0,1.0,1.0,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g3-g40,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,121.0,3600.0,0.0,59.5041,65.0,0.0,0.495868,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,3.0,1.0,1.50413,2.0,0.499966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.0,0.0,7.0,203.0,11016.0
g3-g41,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,368.0,0.0,5.75,10.0,0.0,0.045276,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,4.59941,10.0,0.947266,0.852539,0.707886,0.0,0.0,0.0,0.0,0.0,98.0,110.0,2276.0,10.0,6.0,8.0,13.0
g3-g42,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,508.0,0.0,7.9375,10.0,0.0,0.0625,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,5.91154,14.0,0.930176,0.847168,0.741455,10.0,0.78125,0.78125,0.78125,0.0,2.0,3.0,0.0,0.0,3.0,7.0,14.0
g3-g43,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,824.0,0.0,12.875,29.0,0.0,0.101378,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,0.0,3.50165,9.0,0.60437,0.478394,0.33667,40.0,3.125,3.125,3.125,0.0,5.0,4.0,0.0,1.0,11.0,20.0,105.0
g3-g44,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,892.0,0.0,13.9375,31.0,0.0,0.109744,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,0.0,2.16568,5.0,0.837158,0.25354,0.011963,120.0,9.375,9.375,9.375,0.0,4.0,5.0,11.0,1.0,4.0,15.0,101.0
g3-g45,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,894.0,9.0,13.8984,31.0,0.0,0.10999,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,0.0,2.17006,5.0,0.838013,0.256714,0.012085,210.0,16.40625,16.40625,16.40625,0.0,4.0,5.0,10.0,0.0,4.0,12.0,102.0
g3-g46,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,938.0,0.0,14.6562,26.0,0.0,0.115404,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,2.0,1.0,2.04491,3.0,0.877686,0.159058,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,3.0,8.0,63.0
g3-g47,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,939.0,3.0,14.6484,26.0,0.0,0.115527,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,2.0,1.0,2.04712,3.0,0.87793,0.161011,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,3.0,8.0,63.0
g3-g48,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,1000.0,0.0,15.625,27.0,0.0,0.123031,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,2.0,1.0,2.00381,3.0,0.870117,0.125854,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,2.0,9.0,79.0
g3-g49,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,1027.0,0.0,16.0469,20.0,0.0,0.126353,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,3.52313,8.0,0.866821,0.679565,0.462036,0.0,0.0,0.0,0.0,0.0,4.0,5.0,81.0,0.0,3.0,9.0,88.0
g3-g5,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,11.0,20.0,0.0,3.63636,10.0,0.0,0.363636,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,1.63636,2.0,0.578512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g3-g50,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,128.0,3216.0,0.0,50.25,86.0,0.0,0.395669,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,3.0,1.0,1.92384,4.0,0.599609,0.247192,0.069824,0.0,0.0,0.0,0.0,0.0,13.0,20.0,1.0,0.0,5.0,166.0,9474.0
g3-g51,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,138.0,493.0,0.0,7.14493,71.0,0.0,0.052153,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,1.0,2.44843,5.0,0.940979,0.453896,0.038437,450.0,32.608696,32.608696,32.608696,0.0,2.0,3.0,1.0,0.0,4.0,15.0,58.0
g3-g52,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,161.0,356.0,0.0,4.42236,40.0,0.0,0.02764,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,0.0,3.3828,8.0,0.857992,0.650361,0.44435,650.0,40.372671,40.372669,40.372669,0.0,28.0,20.0,3960.0,8.0,4.0,13.0,20.0
g3-g53,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,168.0,836.0,0.0,9.95238,14.0,0.0,0.059595,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,2.0,1.0,2.77816,5.0,0.934807,0.660998,0.170068,0.0,0.0,0.0,0.0,0.0,554.0,780.0,359241.0,523.0,305.0,325.0,415.0
g3-g54,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,256.0,941.0,0.0,7.35156,22.0,0.0,0.02883,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,5.0,0.0,3.11824,6.0,0.839233,0.653748,0.293427,500.0,19.53125,19.53125,19.53125,0.0,161.0,247.0,207053.0,122.0,6.0,17.0,45.0
g3-g55,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,256.0,962.0,0.0,7.51562,15.0,0.0,0.029473,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,5.0,1.0,3.16562,6.0,0.966736,0.788788,0.359772,30.0,1.171875,1.171875,1.171875,0.0,390.0,535.0,5066.0,91.0,6.0,17.0,57.0
g3-g56,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,256.0,1000.0,0.0,7.8125,25.0,0.0,0.030637,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,5.0,0.0,3.07479,6.0,0.859406,0.6586,0.283356,460.0,17.96875,17.96875,17.96875,0.0,308.0,214.0,425850.0,114.0,7.0,18.0,52.0
g3-g57,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,280.0,61.0,0.0,0.435714,7.0,0.0,0.001562,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,1.0,0.0,1.21795,2.0,0.000434,0.0,0.0,2720.0,97.142857,97.14286,97.14286,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
g3-g58-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,280.0,387.0,1.0,2.76071,36.0,0.0,0.009908,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,3.0,0.0,3.33644,7.0,0.340077,0.282015,0.14602,2100.0,75.0,75.0,75.0,0.0,1.0,3.0,94.0,1.0,5.0,14.0,31.0
g3-g59-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,280.0,388.0,1.0,2.76786,47.0,0.0,0.009933,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,3.0,0.0,3.48577,9.0,0.406046,0.340434,0.176964,2160.0,77.142857,77.14286,77.14286,0.0,3.0,2.0,5.0,3.0,8.0,15.0,39.0
g3-g6,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,19.0,33.0,0.0,3.47368,10.0,0.0,0.192982,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,2.25146,4.0,0.764543,0.360111,0.060942,70.0,36.842105,36.842106,36.842106,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
g3-g60-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,280.0,1074.0,1.0,7.66786,70.0,0.0,0.027496,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,6.0,0.0,2.90538,6.0,0.865,0.635281,0.179107,1290.0,46.071429,46.07143,46.07143,0.0,6.0,9.0,1.0,2.0,12.0,36.0,217.0
g3-g61,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,331.0,930.0,0.0,5.61934,6.0,0.0,0.017028,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,5.0,1.0,9.57583,20.0,0.980002,0.948294,0.904044,0.0,0.0,0.0,0.0,0.0,745.0,941.0,3722.0,71.0,19.0,24.0,60.0
g3-g62,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,377.0,962.0,0.0,5.10345,103.0,0.0,0.013573,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,8.0,1.0,3.58877,8.0,0.98381,0.789438,0.529125,1580.0,41.909814,41.909813,41.909813,0.0,150.0,252.0,521757.0,43.0,17.0,60.0,118.0
g3-g63,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,400.0,2860.0,0.0,14.3,26.0,0.0,0.03584,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,23.0,1.0,3.46867,7.0,0.96175,0.7955,0.485625,0.0,0.0,0.0,0.0,0.0,39.0,30.0,107.0,3.0,9.0,43.0,309.0
g3-g64,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,400.0,9960.0,0.0,49.8,165.0,0.0,0.124812,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,51.0,1.0,2.23575,4.0,0.873,0.334475,0.025188,0.0,0.0,0.0,0.0,2.0,53.0,63.0,6.0,4.0,33.0,890.0,51066.0
g3-g65,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,435.0,2520.0,0.0,11.5862,12.0,0.0,0.026696,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,27.0,1.0,2.72983,4.0,0.971066,0.725961,0.028823,0.0,0.0,0.0,0.0,0.0,2282.0,3422.0,55412.0,1079.0,60.0,84.0,219.0
g3-g66-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,435.0,2664.0,144.0,11.9172,12.0,0.0,0.028222,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,27.0,1.0,2.72983,4.0,0.971066,0.725961,0.028823,0.0,0.0,0.0,0.0,0.0,2244.0,2829.0,5855.0,1117.0,102.0,130.0,284.0
g3-g67,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,462.0,1386.0,0.0,6.0,6.0,1.0,0.013015,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,13.0,1.0,4.10195,5.0,0.984848,0.919913,0.757576,0.0,0.0,0.0,0.0,0.0,1227.0,1769.0,38.0,110.0,11.0,21.0,50.0
g3-g68,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,462.0,6930.0,0.0,30.0,30.0,1.0,0.065076,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,57.0,1.0,2.73319,5.0,0.9329,0.608225,0.175325,0.0,0.0,0.0,0.0,1.0,36.0,45.0,6.0,4.0,27.0,188.0,4128.0
g3-g69,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,500.0,1479.0,0.0,5.916,12.0,0.0,0.011856,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,23.0,1.0,8.2421,16.0,0.986168,0.959528,0.915912,0.0,0.0,0.0,0.0,0.0,2194.0,2827.0,16017.0,74.0,41.0,55.0,93.0
g3-g7,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,20.0,100.0,0.0,10.0,10.0,1.0,0.526316,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,1.47368,2.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10239.0,16.0,0.0,0.0,1.0
g3-g70,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,501.0,756.0,0.0,3.01796,10.0,0.0,0.006036,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,17.0,0.0,10.4096,21.0,0.929207,0.916905,0.897128,2950.0,58.882236,58.882236,58.882236,0.0,12.0,10.0,21.0,19.0,24.0,37.0,67.0
g3-g71,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,501.0,1497.0,0.0,5.97605,18.0,0.0,0.011952,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,22.0,1.0,7.14825,13.0,0.986076,0.958171,0.908729,0.0,0.0,0.0,0.0,0.0,2211.0,2903.0,23478.0,70.0,42.0,57.0,89.0
g3-g72,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,561.0,147.0,0.0,0.524064,17.0,0.0,0.000936,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,7.0,0.0,3.11838,8.0,0.012754,0.009609,0.005058,5270.0,93.939394,93.939392,93.939392,0.0,0.0,1.0,38.0,5.0,10.0,17.0,25.0
g3-g73-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,561.0,1629.0,1.0,5.8057,99.0,0.0,0.010371,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,29.0,0.0,3.32517,9.0,0.921407,0.793611,0.35005,3330.0,59.358289,59.358288,59.358288,0.0,13.0,16.0,18.0,5.0,26.0,115.0,564.0
g3-g74,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,585.0,1228.0,0.0,4.19829,113.0,0.0,0.007189,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,19.0,1.0,3.55758,4.0,0.991114,0.816802,0.745293,4630.0,79.145299,79.145302,79.145302,0.0,53.0,89.0,21725548.0,805.0,19.0,41.0,340.0
g3-g75,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,610.0,7438.0,0.0,24.3869,154.0,0.0,0.040044,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,32.0,0.0,2.58237,7.0,0.391094,0.220263,0.06057,2210.0,36.229508,36.229507,36.229507,2.0,943.0,1291.0,NaN,201890.0,70.0,799.0,33116.0
g3-g76,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,610.0,35465.0,0.0,116.279,256.0,0.0,0.190934,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,156.0,0.0,2.12389,4.0,0.749643,0.288019,0.019086,180.0,2.95082,2.95082,2.95082,9.0,3837.0,5258.0,NaN,23834375.0,176.0,16469.0,2736991.0
g3-g77,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,610.0,82562.0,0.0,270.695,360.0,0.0,0.444491,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,318.0,1.0,1.59555,3.0,0.554598,0.039979,0.0,0.0,0.0,0.0,0.0,19.0,6584.0,9188.0,NaN,NaN,582.0,111920.0,41032176.0
g3-g78,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,627.0,3545.0,0.0,11.3078,19.0,0.0,0.018064,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,68.0,1.0,4.8729,19.0,0.98037,0.898555,0.717637,30.0,0.478469,0.478469,0.478469,0.0,2990.0,3870.0,6284825.0,1482.0,40.0,113.0,399.0
g3-g79,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,763.0,1902.0,0.0,4.98558,14.0,0.0,0.006543,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,42.0,1.0,5.61555,8.0,0.992155,0.958017,0.895448,2300.0,30.144168,30.144167,30.144167,0.0,1819.0,2476.0,1882.0,109.0,25.0,54.0,135.0
g3-g8,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,30.0,62.0,0.0,4.13333,7.0,0.0,0.142529,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,1.0,2.65517,6.0,0.828889,0.54,0.197778,70.0,23.333333,23.333334,23.333334,0.0,3.0,2.0,43.0,1.0,1.0,1.0,1.0
g3-g80,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,891.0,318.0,0.0,0.713805,6.0,0.0,0.000802,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,22.0,0.0,5.91067,15.0,0.007039,0.006359,0.005719,8560.0,96.071829,96.071831,96.071831,0.0,0.0,1.0,5.0,14.0,24.0,22.0,30.0
g3-g81,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1010.0,5994.0,0.0,11.8693,12.0,0.0,0.011763,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,205.0,1.0,3.06555,5.0,0.987258,0.866376,0.209844,0.0,0.0,0.0,0.0,2.0,16933.0,27307.0,12401.0,4372.0,138.0,202.0,713.0
g3-g82-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1010.0,5994.0,0.0,11.8693,12.0,0.0,0.011763,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,207.0,1.0,3.06555,5.0,0.987258,0.866376,0.209844,0.0,0.0,0.0,0.0,2.0,16661.0,22344.0,12442.0,4364.0,138.0,209.0,763.0
g3-g83,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1024.0,5120.0,0.0,10.0,10.0,1.0,0.009775,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,163.0,1.0,5.00489,10.0,0.989258,0.945312,0.828125,0.0,0.0,0.0,0.0,1.0,11815.0,16286.0,60121.0,2585.0,54.0,80.0,300.0
g3-g84,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1024.0,61440.0,0.0,120.0,120.0,1.0,0.117302,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,791.0,1.0,2.35582,4.0,0.881836,0.427734,0.044922,0.0,0.0,0.0,0.0,15.0,23130.0,30500.0,NaN,53899163.0,309.0,23301.0,2759592.0
g3-g85,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1050.0,1574.0,0.0,2.9981,3.0,0.0,0.002858,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,88.0,1.0,8.09967,13.0,0.996192,0.990485,0.979142,60.0,0.571429,0.571429,0.571429,1.0,133.0,182.0,32.0,32.0,54.0,37.0,61.0
g3-g86-normed,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1050.0,1576.0,2.0,3.0,3.0,1.0,0.002862,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,88.0,1.0,8.09967,13.0,0.996192,0.990485,0.979142,0.0,0.0,0.0,0.0,0.0,133.0,183.0,32.0,38.0,31.0,37.0,52.0
g3-g87,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1057.0,3561.0,0.0,6.73794,23.0,0.0,0.006381,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,128.0,0.0,5.16013,12.0,0.983245,0.939526,0.853035,1540.0,14.569536,14.569536,14.569536,0.0,8159.0,11724.0,366099.0,753.0,72.0,170.0,526.0
g3-g88,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1057.0,4028.0,0.0,7.62157,22.0,0.0,0.007217,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,142.0,0.0,5.66995,14.0,0.988064,0.947504,0.864237,920.0,8.703879,8.703879,8.703879,0.0,10013.0,13091.0,944207.0,1110.0,75.0,178.0,519.0
g3-g89,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,1.0,1092.0,2184.0,0.0,4.0,4.0,1.0,0.003666,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,110.0,1.0,5.7791,8.0,0.995421,0.984432,0.951465,0.0,0.0,0.0,0.0,0.0,13793.0,19266.0,56.0,80.0,28.0,42.0,67.0
g3-g9,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,0.0,37.0,63.0,0.0,3.40541,9.0,0.0,0.094595,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,0.0,0.0,2.25979,4.0,0.318481,0.184076,0.014609,180.0,48.648649,48.648647,48.648647,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0
g3-g90,0.0,10.0,15.0,0.0,3.0,3.0,1.0,0.333333,2.0,1430.0,5005.0,0.0,7.0,7.0,1.0,0.004899,0.0,1.0,1.66667,2.0,0.6,0.0,0.0,266.0,1.0,6.00551,11.0,0.994406,0.974825,0.92028,0.0,0.0,0.0,0.0,1.0,39330.0,53429.0,3287.0,997.0,59.0,104.0,432.0
