Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_CCEHC2akms,algo_ahms-1.70,algo_LMHS-2016,algo_Optiriss6,algo_WPM3-2015-co,algo_WMaxSatz09,algo_maxino16-dis,algo_Naps-1.02-ms,algo_mscg2015b,algo_mscg2015a,algo_maxhs-b,algo_Open-WBO16,algo_QMaxSAT16UC,algo_maxino16-c10,algo_WMaxSatz+,algo_CCLS2akms,algo_QMaxSAT14,algo_ahms-ls-1.70,algo_Open-WBO15
atcoss_mesat_06.wcnf,449672.0,1463225.0,0.00021,1.0,0.0,1.0,1.0,0.30732,1e-05,0.0,0.0,0.10143,0.10143,1e-05,0.0,0.0,1e-05,1e-05,0.48452,0.2763,0.0,1.0,1.0,0.44883,0.0,0.0,1.0,1.0,0.05006,0.2978,0.38145,0.0,0.0,0.0,0.05177,0.05177,0.51946,NaN,NaN,679.66,549.32,560.52,NaN,132.48,136.64,853.81,934.44,145.5,548.89,679.67,139.28,NaN,NaN,554.6,NaN,514.72
atcoss_mesat_07.wcnf,354212.0,1498595.0,0.0002,1.0,0.0,1.0,1.0,0.23636,1e-05,0.0,0.0,0.06019,0.06019,1e-05,0.0,0.0,1e-05,1e-05,0.48794,0.27409,0.0,1.0,1.0,0.45536,0.0,0.0,1.0,1.0,0.03825,0.22776,0.29038,0.0,0.0,0.0,0.03083,0.03083,0.47969,NaN,NaN,39.52,70.79,75.58,NaN,11.47,36.08,90.65,91.67,15.65,67.8,54.02,10.76,NaN,NaN,96.88,NaN,49.6
atcoss_mesat_08.wcnf,354674.0,1498961.0,0.0002,1.0,0.0,1.0,1.0,0.23661,1e-05,0.0,0.0,0.06017,0.06017,1e-05,0.0,0.0,1e-05,1e-05,0.48796,0.27413,0.0,1.0,1.0,0.45538,0.0,0.0,1.0,1.0,0.03826,0.22772,0.29055,0.0,0.0,0.0,0.03082,0.03082,0.47958,NaN,NaN,36.95,64.25,65.26,NaN,11.33,38.57,96.45,97.92,15.24,88.22,45.95,11.45,NaN,NaN,100.96,NaN,53.13
atcoss_mesat_09.wcnf,353206.0,1446941.0,0.00021,1.0,0.0,1.0,1.0,0.24411,1e-05,0.0,0.0,0.06234,0.06234,1e-05,0.0,0.0,1e-05,1e-05,0.48776,0.274,0.0,1.0,1.0,0.4567,0.0,0.0,1.0,1.0,0.03956,0.23507,0.29982,0.0,0.0,0.0,0.03193,0.03193,0.48418,NaN,NaN,82.83,223.12,185.42,NaN,35.01,55.44,131.11,132.76,31.77,278.67,268.0,40.07,NaN,NaN,258.78,NaN,216.32
atcoss_mesat_10.wcnf,333864.0,1078680.0,0.00028,1.0,0.0,1.0,1.0,0.30951,1e-05,0.0,0.0,0.08936,0.08936,1e-05,0.0,0.0,1e-05,1e-05,0.48303,0.27318,0.0,1.0,1.0,0.44494,0.0,0.0,1.0,1.0,0.04959,0.31227,0.39058,0.0,0.0,0.0,0.04574,0.04574,0.52848,NaN,NaN,NaN,NaN,NaN,NaN,1757.37,1434.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_mesat_11.wcnf,333424.0,1078359.0,0.00028,1.0,0.0,1.0,1.0,0.3092,1e-05,0.0,0.0,0.08938,0.08938,1e-05,0.0,0.0,1e-05,1e-05,0.48328,0.27383,0.0,1.0,1.0,0.44491,0.0,0.0,1.0,1.0,0.04957,0.31239,0.3904,0.0,0.0,0.0,0.04576,0.04576,0.52868,NaN,NaN,69.4,85.39,113.5,NaN,16.59,31.14,147.44,152.72,14.89,118.27,104.86,15.99,NaN,NaN,108.32,NaN,93.93
atcoss_mesat_12.wcnf,334172.0,1078872.0,0.00028,1.0,0.0,1.0,1.0,0.30974,1e-05,0.0,0.0,0.08934,0.08934,1e-05,0.0,0.0,1e-05,1e-05,0.48312,0.27331,0.0,1.0,1.0,0.44497,0.0,0.0,1.0,1.0,0.0496,0.31213,0.39069,0.0,0.0,0.0,0.04574,0.04574,0.52831,NaN,NaN,46.64,62.84,76.11,NaN,9.21,28.79,105.98,102.62,12.47,99.01,75.94,9.26,NaN,NaN,102.83,NaN,67.73
atcoss_mesat_13.wcnf,467197.0,1602868.0,0.00019,1.0,0.0,1.0,1.0,0.29148,1e-05,0.0,0.0,0.0989,0.0989,1e-05,0.0,0.0,1e-05,1e-05,0.4841,0.28162,0.0,1.0,1.0,0.44649,0.0,0.0,1.0,1.0,0.04731,0.28204,0.36156,0.0,0.0,0.0,0.05045,0.05045,0.51145,NaN,NaN,215.54,496.63,413.72,NaN,98.1,150.32,557.07,541.43,51.89,444.07,219.55,94.96,NaN,NaN,640.84,NaN,388.8
atcoss_mesat_14.wcnf,465408.0,1600381.0,0.00019,1.0,0.0,1.0,1.0,0.29081,1e-05,0.0,0.0,0.09905,0.09905,1e-05,0.0,0.0,1e-05,1e-05,0.48479,0.27709,0.0,1.0,1.0,0.44645,0.0,0.0,1.0,1.0,0.04722,0.28113,0.36057,0.0,0.0,0.0,0.05053,0.05053,0.5109,NaN,NaN,275.3,772.31,635.23,NaN,111.31,156.93,787.9,818.82,69.64,613.15,368.49,101.82,NaN,NaN,838.57,NaN,556.86
atcoss_mesat_15.wcnf,465243.0,1600427.0,0.00019,1.0,0.0,1.0,1.0,0.2907,1e-05,0.0,0.0,0.09905,0.09905,1e-05,0.0,0.0,1e-05,1e-05,0.48413,0.28171,0.0,1.0,1.0,0.44643,0.0,0.0,1.0,1.0,0.04722,0.28134,0.36059,0.0,0.0,0.0,0.05053,0.05053,0.5111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_mesat_16.wcnf,367011.0,1605959.0,0.00019,1.0,0.0,1.0,1.0,0.22853,1e-05,0.0,0.0,0.06002,0.06002,1e-05,0.0,0.0,1e-05,1e-05,0.48777,0.27351,0.0,1.0,1.0,0.45226,0.0,0.0,1.0,1.0,0.0369,0.21999,0.28059,0.0,0.0,0.0,0.03072,0.03072,0.47922,NaN,NaN,50.18,125.64,105.93,NaN,15.22,49.05,144.57,146.16,17.99,124.28,71.47,16.08,NaN,NaN,137.95,NaN,95.52
atcoss_mesat_17.wcnf,366573.0,1605640.0,0.00019,1.0,0.0,1.0,1.0,0.2283,1e-05,0.0,0.0,0.06003,0.06003,1e-05,0.0,0.0,1e-05,1e-05,0.48771,0.27354,0.0,1.0,1.0,0.45224,0.0,0.0,1.0,1.0,0.03689,0.22005,0.28044,0.0,0.0,0.0,0.03073,0.03073,0.47934,NaN,NaN,84.95,160.97,168.31,NaN,27.76,56.03,202.98,198.31,31.95,206.38,100.57,26.71,NaN,NaN,241.43,NaN,181.17
atcoss_mesat_18.wcnf,366276.0,1605464.0,0.00019,1.0,0.0,1.0,1.0,0.22814,1e-05,0.0,0.0,0.06004,0.06004,1e-05,0.0,0.0,1e-05,1e-05,0.48769,0.2735,0.0,1.0,1.0,0.45222,0.0,0.0,1.0,1.0,0.03688,0.22014,0.28036,0.0,0.0,0.0,0.03073,0.03073,0.47946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_01.wcnf,40854.0,372760.0,0.0008,1.0,0.0,1.0,1.0,0.1096,8e-05,2.71347,1e-05,0.00275,0.00275,8e-05,0.43129,2e-05,0.00027,0.00024,0.41232,0.48933,0.0,1.0,1.0,0.42163,0.65721,0.0,1.0,1.0,0.00098,0.22864,0.7276,6e-05,0.0,0.0,0.00138,0.00138,0.72433,NaN,NaN,71.89,118.83,66.52,NaN,42.02,50.31,72.18,72.44,62.45,95.77,52.63,42.6,NaN,NaN,19.32,NaN,91.29
atcoss_sugar_02.wcnf,40788.0,377502.0,0.00079,1.0,0.0,1.0,1.0,0.10805,8e-05,2.69239,1e-05,0.00272,0.00271,8e-05,0.42586,2e-05,0.00027,0.00025,0.41792,0.48519,0.0,1.0,1.0,0.42378,0.65272,0.0,1.0,1.0,0.001,0.22902,0.73089,6e-05,0.0,0.0,0.00136,0.00136,0.72431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_03.wcnf,39860.0,381897.0,0.00079,1.0,0.0,1.0,1.0,0.10437,8e-05,2.52279,1e-05,0.00269,0.00268,8e-05,0.41553,3e-05,0.00028,0.00025,0.41226,0.48861,0.0,1.0,1.0,0.41911,0.6488,0.0,1.0,1.0,0.00091,0.21915,0.74601,6e-05,0.0,0.0,0.00135,0.00134,0.72518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_04.wcnf,53119.0,759090.0,0.0004,1.0,0.0,1.0,1.0,0.06998,7e-05,2.93234,0.0,0.00136,0.00136,7e-05,0.38724,2e-05,0.00021,0.00019,0.41189,0.51905,0.0,1.0,1.0,0.44629,0.66676,0.0,1.0,1.0,0.00043,0.14587,0.59653,4e-05,0.0,0.0,0.00069,0.00068,0.64847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_05.wcnf,53465.0,755089.0,0.0004,1.0,0.0,1.0,1.0,0.07081,7e-05,2.95307,0.0,0.00137,0.00136,7e-05,0.38938,2e-05,0.00021,0.00019,0.40659,0.52423,0.0,1.0,1.0,0.4449,0.67071,0.0,1.0,1.0,0.00042,0.14583,0.59468,4e-05,0.0,0.0,0.00069,0.00069,0.64852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_06.wcnf,51008.0,703326.0,0.00043,1.0,0.0,1.0,1.0,0.07252,7e-05,2.98103,0.0,0.00147,0.00146,7e-05,0.38049,2e-05,0.00022,0.0002,0.4084,0.52513,0.0,1.0,1.0,0.44728,0.65124,0.0,1.0,1.0,0.00052,0.14913,0.5984,4e-05,0.0,0.0,0.00074,0.00074,0.64654,NaN,NaN,245.9,186.31,126.34,NaN,68.2,104.84,212.08,213.88,80.16,123.29,119.37,73.28,NaN,NaN,107.81,NaN,119.31
atcoss_sugar_07.wcnf,52147.0,814915.0,0.00037,1.0,0.0,1.0,1.0,0.06399,7e-05,2.62014,0.0,0.00126,0.00126,7e-05,0.36276,2e-05,0.00021,0.00019,0.43456,0.52014,0.0,1.0,1.0,0.47324,0.66366,0.0,1.0,1.0,0.00043,0.13083,0.66458,4e-05,0.0,0.0,0.0009,0.0009,0.60888,NaN,NaN,28.94,18.88,20.55,NaN,4.71,23.88,28.59,27.7,10.5,28.59,18.43,4.87,NaN,NaN,25.55,NaN,25.56
atcoss_sugar_08.wcnf,54019.0,831971.0,0.00036,1.0,0.0,1.0,1.0,0.06493,7e-05,2.60881,0.0,0.00124,0.00124,7e-05,0.35756,2e-05,0.0002,0.00019,0.43153,0.51925,0.0,1.0,1.0,0.46855,0.65882,0.0,1.0,1.0,0.00036,0.13294,0.6729,4e-05,0.0,0.0,0.00088,0.00088,0.61571,NaN,NaN,25.3,17.8,17.66,NaN,4.66,23.95,22.57,23.04,10.69,28.0,9.02,4.82,NaN,NaN,24.72,NaN,25.08
atcoss_sugar_09.wcnf,51221.0,819585.0,0.00037,1.0,0.0,1.0,1.0,0.0625,7e-05,2.55936,0.0,0.00126,0.00125,7e-05,0.35882,2e-05,0.00021,0.0002,0.43027,0.5238,0.0,1.0,1.0,0.47067,0.66092,0.0,1.0,1.0,0.00039,0.12681,0.67239,4e-05,0.0,0.0,0.0009,0.0009,0.61001,NaN,NaN,47.02,75.84,93.67,NaN,29.27,59.81,76.36,77.28,30.27,61.54,61.24,29.54,NaN,NaN,54.18,NaN,59.17
atcoss_sugar_10.wcnf,43861.0,423878.0,0.00071,1.0,0.0,1.0,1.0,0.10348,8e-05,2.75937,0.0,0.00242,0.00242,8e-05,0.40921,2e-05,0.00025,0.00023,0.41578,0.47962,0.0,1.0,1.0,0.43113,0.63453,0.0,1.0,1.0,0.00086,0.21828,0.73386,5e-05,0.0,0.0,0.00121,0.00121,0.70706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_11.wcnf,41820.0,403854.0,0.00074,1.0,0.0,1.0,1.0,0.10355,8e-05,2.66464,0.0,0.00242,0.00242,8e-05,0.39673,2e-05,0.00026,0.00024,0.41691,0.48151,0.0,1.0,1.0,0.43251,0.62372,0.0,1.0,1.0,0.00102,0.21871,0.74275,5e-05,0.0,0.0,0.00127,0.00127,0.70594,NaN,NaN,80.32,14.68,15.09,NaN,2.92,13.06,28.45,29.66,6.23,43.69,16.07,3.19,NaN,NaN,18.92,NaN,40.88
atcoss_sugar_12.wcnf,44774.0,413168.0,0.00073,1.0,0.0,1.0,1.0,0.10837,8e-05,2.7259,0.0,0.00237,0.00236,7e-05,0.40564,2e-05,0.00025,0.00022,0.41407,0.48138,0.0,1.0,1.0,0.43038,0.62627,0.0,1.0,1.0,0.00092,0.22716,0.74193,5e-05,0.0,0.0,0.00124,0.00124,0.7106,NaN,NaN,124.51,62.86,51.07,NaN,25.6,72.93,67.7,65.97,81.13,83.83,48.99,26.86,NaN,NaN,54.29,NaN,84.13
atcoss_sugar_13.wcnf,59005.0,756005.0,0.0004,1.0,0.0,1.0,1.0,0.07805,6e-05,2.9937,0.0,0.00136,0.00136,6e-05,0.3893,2e-05,0.00019,0.00017,0.41046,0.5162,0.0,1.0,1.0,0.44731,0.64717,0.0,1.0,1.0,0.00045,0.16232,0.65839,4e-05,0.0,0.0,0.00069,0.00069,0.65311,NaN,NaN,76.66,103.2,97.62,NaN,38.96,75.8,126.37,127.31,33.51,105.14,45.35,38.03,NaN,NaN,128.52,NaN,97.98
atcoss_sugar_14.wcnf,56676.0,734466.0,0.00041,1.0,0.0,1.0,1.0,0.07717,6e-05,3.02426,0.0,0.0014,0.0014,6e-05,0.39137,2e-05,0.00019,0.00018,0.41318,0.51677,0.0,1.0,1.0,0.45056,0.65359,0.0,1.0,1.0,0.00053,0.16071,0.64496,4e-05,0.0,0.0,0.00071,0.00071,0.64822,NaN,NaN,85.18,172.21,109.25,NaN,56.93,77.46,174.25,179.84,36.5,128.47,89.24,59.08,NaN,NaN,185.5,NaN,112.47
atcoss_sugar_15.wcnf,55429.0,744265.0,0.0004,1.0,0.0,1.0,1.0,0.07447,7e-05,2.92789,0.0,0.00139,0.00138,6e-05,0.38599,2e-05,0.0002,0.00018,0.41367,0.51508,0.0,1.0,1.0,0.44903,0.6479,0.0,1.0,1.0,0.0005,0.15584,0.65625,4e-05,0.0,0.0,0.0007,0.0007,0.64926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_16.wcnf,56427.0,831937.0,0.00036,1.0,0.0,1.0,1.0,0.06783,6e-05,2.56216,0.0,0.00124,0.00124,6e-05,0.35361,2e-05,0.00019,0.00018,0.43288,0.5163,0.0,1.0,1.0,0.47248,0.64939,0.0,1.0,1.0,0.0004,0.13955,0.72002,4e-05,0.0,0.0,0.00088,0.00088,0.61279,NaN,NaN,26.3,28.52,24.98,NaN,6.59,24.16,32.65,32.77,11.16,34.17,18.23,7.82,NaN,NaN,28.97,NaN,31.11
atcoss_sugar_17.wcnf,54421.0,811748.0,0.00037,1.0,0.0,1.0,1.0,0.06704,6e-05,2.58884,0.0,0.00127,0.00127,6e-05,0.36181,2e-05,0.0002,0.00018,0.43582,0.51713,0.0,1.0,1.0,0.47594,0.6531,0.0,1.0,1.0,0.00047,0.13791,0.71018,4e-05,0.0,0.0,0.00091,0.00091,0.60759,NaN,NaN,35.85,53.63,38.34,NaN,12.9,28.25,60.66,62.38,14.17,47.92,33.59,11.75,NaN,NaN,53.66,NaN,41.71
atcoss_sugar_18.wcnf,53441.0,823900.0,0.00036,1.0,0.0,1.0,1.0,0.06486,6e-05,2.50141,0.0,0.00125,0.00125,6e-05,0.34831,2e-05,0.00021,0.00019,0.43669,0.51702,0.0,1.0,1.0,0.4751,0.65065,0.0,1.0,1.0,0.00044,0.13387,0.72034,4e-05,0.0,0.0,0.00089,0.00089,0.60812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
atcoss_sugar_19.wcnf,236178.0,3295484.0,9e-05,1.0,0.0,1.0,1.0,0.07167,2e-05,1.33352,0.0,0.00031,0.00031,2e-05,0.40764,0.0,5e-05,4e-05,0.43713,0.73234,0.0,1.0,1.0,0.37378,0.738,0.0,1.0,1.0,0.00013,0.13681,0.60673,1e-05,0.0,0.0,0.00024,0.00024,0.7723,NaN,NaN,984.09,931.61,822.46,NaN,197.36,1001.36,1637.71,1627.96,153.51,1345.95,1121.63,200.22,NaN,NaN,1458.18,NaN,1184.71
b14_C-mbd14-0209.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58032,0.17415,0.25,0.85714,0.60714,0.59724,0.73695,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,125.23,177.8,NaN,NaN,NaN,125.73,196.26,354.9,135.71,NaN,954.25,NaN,NaN,NaN,NaN,489.75
b14_C-mbd14-0213.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58097,0.17359,0.25,0.85714,0.60714,0.59842,0.73505,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,11.21,11.23,NaN,38.96,988.76,4.63,14.55,111.81,11.7,79.81,6.58,NaN,NaN,76.7,NaN,32.55
b14_C-mbd14-0218.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58097,0.17393,0.25,0.85714,0.60714,0.59849,0.73496,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,35.0,16.52,NaN,11.6,NaN,46.55,5.03,214.37,68.39,381.69,23.18,NaN,NaN,352.19,NaN,54.32
b14_C-mbd14-0225.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58061,0.17376,0.25,0.85714,0.60714,0.59753,0.73643,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,88.49,66.42,NaN,373.81,NaN,8.26,274.61,703.86,101.79,NaN,133.26,NaN,NaN,NaN,NaN,117.44
b14_C-mbd14-0231.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58085,0.17322,0.25,0.85714,0.60714,0.59801,0.73571,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,1290.52,32.64,85.89,NaN,53.05,NaN,13.9,30.47,107.4,35.5,613.98,32.67,NaN,NaN,760.49,NaN,16.28
b14_C-mbd14-0248.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58023,0.17547,0.25,0.85714,0.60714,0.59721,0.73698,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,3.77,3.87,NaN,4.03,NaN,1.88,3.07,239.1,5.7,60.84,4.68,NaN,NaN,62.05,NaN,16.84
b14_C-mbd14-0256.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58115,0.17311,0.25,0.85714,0.60714,0.59868,0.73467,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,40.84,139.68,NaN,230.48,NaN,50.94,10.2,172.85,7.41,1727.29,14.04,NaN,NaN,1783.64,NaN,15.03
b14_C-mbd14-0259.wcnf,11949.0,31219.0,0.05929,1.0,0.0,1.0,1.0,0.38275,0.0002,1.38765,0.0001,0.00529,0.00519,0.0002,0.31781,8e-05,0.00059,0.0005,0.58082,0.17381,0.25,0.85714,0.60714,0.59814,0.73552,0.0,1.0,1.0,0.07774,0.607,0.94426,0.0001,0.0,0.0,0.00266,0.00266,0.46481,NaN,NaN,NaN,98.09,201.47,NaN,NaN,NaN,91.33,325.21,1625.09,121.12,NaN,78.23,NaN,NaN,NaN,NaN,60.7
b15_C-mbd14-0240.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59206,0.19397,0.25,0.85714,0.60714,0.59615,0.73634,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,696.11,86.89,63.24,NaN,NaN,NaN,13.0,27.71,86.27,13.33,NaN,27.48,NaN,NaN,NaN,NaN,48.14
b15_C-mbd14-0256.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59188,0.19394,0.25,0.85714,0.60714,0.59549,0.73729,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,96.96,0.52,0.21,NaN,0.55,241.39,0.69,0.26,5.76,0.49,12.59,0.79,NaN,NaN,15.19,NaN,0.61
b15_C-mbd14-0259.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59203,0.19497,0.25,0.85714,0.60714,0.59597,0.73657,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,90.17,0.71,1.34,NaN,0.34,1195.33,0.84,0.29,2.57,1.22,31.21,0.73,NaN,NaN,27.48,NaN,0.84
b15_C-mbd14-0288.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59195,0.19457,0.25,0.85714,0.60714,0.59642,0.73594,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,567.26,41.75,11.15,NaN,15.04,NaN,14.54,16.95,129.34,4.05,629.0,10.66,NaN,NaN,476.63,NaN,28.51
b15_C-mbd14-0305.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59201,0.19463,0.25,0.85714,0.60714,0.59632,0.736,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,169.52,12.34,4.51,NaN,2.13,NaN,2.62,0.37,25.63,3.53,327.88,11.85,NaN,NaN,339.99,NaN,19.77
b15_C-mbd14-0330.wcnf,11082.0,28915.0,0.0747,1.0,0.0,1.0,1.0,0.38326,0.00022,1.01857,0.0001,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59212,0.19499,0.25,0.85714,0.60714,0.59639,0.73587,0.0,1.0,1.0,0.10942,0.57147,0.92194,0.00011,0.0,0.0,0.00335,0.00335,0.46471,NaN,NaN,90.96,2.71,3.66,NaN,1.97,NaN,1.36,4.01,11.76,2.05,119.95,2.01,NaN,NaN,84.14,NaN,3.94
b17_C-mbd14-0205.wcnf,39778.0,103142.0,0.07254,1.0,0.0,1.0,1.0,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.58991,0.18663,0.25,0.85714,0.60714,0.59478,0.74207,0.0,1.0,1.0,0.10128,0.58007,0.92827,3e-05,0.0,0.0,0.00146,0.00146,0.4674,NaN,NaN,29.96,0.56,0.27,NaN,0.62,NaN,4.57,0.42,9.57,2.52,64.89,1.12,NaN,NaN,85.85,NaN,1.27
b17_C-mbd14-0206.wcnf,39778.0,103142.0,0.07254,1.0,0.0,1.0,1.0,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59008,0.18652,0.25,0.85714,0.60714,0.59506,0.74188,0.0,1.0,1.0,0.10128,0.58007,0.92827,3e-05,0.0,0.0,0.00146,0.00146,0.4674,NaN,NaN,316.38,0.52,0.37,NaN,1.26,NaN,3.48,0.55,37.22,2.69,189.66,1.43,NaN,NaN,232.73,NaN,1.55
b17_C-mbd14-0217.wcnf,39778.0,103142.0,0.07254,1.0,0.0,1.0,1.0,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59031,0.18676,0.25,0.85714,0.60714,0.59555,0.74132,0.0,1.0,1.0,0.10128,0.58007,0.92827,3e-05,0.0,0.0,0.00146,0.00146,0.4674,NaN,NaN,64.24,0.25,0.19,NaN,0.51,NaN,2.69,0.42,7.02,2.54,107.66,0.83,NaN,NaN,108.23,NaN,1.02
b17_C-mbd14-0218.wcnf,39778.0,103142.0,0.07254,1.0,0.0,1.0,1.0,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59015,0.18598,0.25,0.85714,0.60714,0.59516,0.74168,0.0,1.0,1.0,0.10128,0.58007,0.92827,3e-05,0.0,0.0,0.00146,0.00146,0.4674,NaN,NaN,43.5,0.22,0.17,NaN,0.35,551.53,3.04,0.41,2.53,2.51,16.02,0.74,NaN,NaN,20.33,NaN,1.13
