Instances,feature_ VariableCount,feature_ VPOPSMean,feature_ POPSCount,feature_ PSSMaximum,feature_ PSSMean,feature_ PSSStandardDeviation,feature_ VPOPSMaximum,feature_ VPOPSStandardDeviation,feature_ PatterndatabaselowerboundIndegreeMaximum,feature_ PatterndatabaselowerboundIndegreeMean,feature_ PatterndatabaselowerboundIndegreeStandardDeviation,feature_ PatterndatabaselowerboundLeafCount,feature_ PatterndatabaselowerboundNTCCount,feature_ PatterndatabaselowerboundNTCMax,feature_ PatterndatabaselowerboundNTCMean,feature_ PatterndatabaselowerboundNTCStandardDeviation,feature_ PatterndatabaselowerboundOutdegreeMaximum,feature_ PatterndatabaselowerboundOutdegreeMean,feature_ PatterndatabaselowerboundOutdegreeStandardDeviation,feature_ PatterndatabaselowerboundRootCount,feature_ PatterndatabaselowerboundTotalDegreeMaximum,feature_ PatterndatabaselowerboundTotalDegreeMean,feature_ PatterndatabaselowerboundTotalDegreeStandardDeviation,feature_ SimplelowerboundIndegreeMaximum,feature_ SimplelowerboundIndegreeMean,feature_ SimplelowerboundIndegreeStandardDeviation,feature_ SimplelowerboundLeafCount,feature_ SimplelowerboundNTCCount,feature_ SimplelowerboundNTCMax,feature_ SimplelowerboundNTCMean,feature_ SimplelowerboundNTCStandardDeviation,feature_ SimplelowerboundOutdegreeMaximum,feature_ SimplelowerboundOutdegreeMean,feature_ SimplelowerboundOutdegreeStandardDeviation,feature_ SimplelowerboundRootCount,feature_ SimplelowerboundTotalDegreeMaximum,feature_ SimplelowerboundTotalDegreeMean,feature_ SimplelowerboundTotalDegreeStandardDeviation,feature_ GreedyhillclimbingErrorbound,feature_ GreedyhillclimbingIndegreeMaximum,feature_ GreedyhillclimbingIndegreeMean,feature_ GreedyhillclimbingIndegreeStandardDeviation,feature_ GreedyhillclimbingLeafCount,feature_ GreedyhillclimbingOutdegreeMaximum,feature_ GreedyhillclimbingOutdegreeMean,feature_ GreedyhillclimbingOutdegreeStandardDeviation,feature_ GreedyhillclimbingRootCount,feature_ GreedyhillclimbingTotalDegreeMaximum,feature_ GreedyhillclimbingTotalDegreeMean,feature_ GreedyhillclimbingTotalDegreeStandardDeviation,feature_ AnytimewindowA*Errorbound,feature_ AnytimewindowA*IndegreeMaximum,feature_ AnytimewindowA*IndegreeMean,feature_ AnytimewindowA*IndegreeStandardDeviation,feature_ AnytimewindowA*LeafCount,feature_ AnytimewindowA*OutdegreeMaximum,feature_ AnytimewindowA*OutdegreeMean,feature_ AnytimewindowA*OutdegreeStandardDeviation,feature_ AnytimewindowA*RootCount,feature_ AnytimewindowA*TotalDegreeMaximum,feature_ AnytimewindowA*TotalDegreeMean,feature_ AnytimewindowA*TotalDegreeStandardDeviation,feature_ GOBNILPErrorbound,feature_ GOBNILPIndegreeMaximum,feature_ GOBNILPIndegreeMean,feature_ GOBNILPIndegreeStandardDeviation,feature_ GOBNILPLeafCount,feature_ GOBNILPOutdegreeMaximum,feature_ GOBNILPOutdegreeMean,feature_ GOBNILPOutdegreeStandardDeviation,feature_ GOBNILPRootCount,feature_ GOBNILPTotalDegreeMaximum,feature_ GOBNILPTotalDegreeMean,feature_ GOBNILPTotalDegreeStandardDeviation,feature_ CPBayesErrorbound,feature_ CPBayesIndegreeMaximum,feature_ CPBayesIndegreeMean,feature_ CPBayesIndegreeStandardDeviation,feature_ CPBayesLeafCount,feature_ CPBayesOutdegreeMaximum,feature_ CPBayesOutdegreeMean,feature_ CPBayesOutdegreeStandardDeviation,feature_ CPBayesRootCount,feature_ CPBayesTotalDegreeMaximum,feature_ CPBayesTotalDegreeMean,feature_ CPBayesTotalDegreeStandardDeviation,algo_astar-ec,algo_astar-ed3,algo_astar-comp,algo_cpbayes,algo_ilp-141,algo_ilp-141-nc,algo_ilp-162,algo_ilp-162-nc
insurance_10000_bdeu-10-2,9.03,2.0,1.81,0.48,9.0,6.0,1.81,1.78,1.0,8.0,3.63,1.64,3.6,2.0,1.81,0.48,9.0,7.0,1.81,1.96,1.0,8.0,3.63,1.69,0.59,2.0,1.81,0.48,8.0,6.0,1.81,1.98,1.0,8.0,3.63,1.86,14.33,2.0,1.85,0.46,9.0,7.0,1.85,2.05,1.0,8.0,3.7,1.79,2940.0,2.0,1.82,0.41,2.0,2.0,0.0,7.0,3.0,6.0,4.33,2.08,6.0,2.0,1.75,0.0,8.0,4.0,1.75,2.0,2.0,0.0,6.0,6.0,6.0,3.17,1.6,6.0,2.0,1.66,0.0,8.0,4.0,1.66,287.0,108.89,50.7,27.0,114.1,149.1,33.07,73.34,12.22,19.26,13.0,14.93
insurance_10000_bdeu-10-3,12.58,3.0,2.07,0.73,7.0,9.0,2.07,2.29,1.0,9.0,4.15,2.05,4.6,3.0,2.0,0.83,8.0,7.0,2.0,2.13,2.0,9.0,4.0,1.96,1.69,3.0,2.15,0.72,8.0,9.0,2.15,2.38,1.0,9.0,4.3,2.09,16.28,3.0,2.15,0.77,6.0,6.0,2.15,2.05,1.0,9.0,4.3,1.98,6295.0,3.0,2.45,0.65,3.0,2.52,0.51,6.0,3.0,16.0,6.67,8.08,8.0,2.52,2.14,0.0,10.0,5.04,2.33,3.0,2.67,0.48,4.0,3.0,17.0,7.67,8.08,7.0,2.67,2.06,0.0,10.0,5.33,2.35,934.0,233.15,174.09,27.0,504.53,697.55,181.07,112.38,50.19,59.15,67.02,83.1
insurance_10000_bdeu-10-4,12.76,4.0,2.11,0.93,7.0,9.0,2.11,2.28,2.0,9.0,4.22,2.06,2.8,3.0,2.0,0.78,9.0,10.0,2.0,2.57,1.0,10.0,4.0,2.08,1.95,4.0,2.0,0.96,8.0,6.0,2.0,2.0,3.0,8.0,4.0,1.92,16.37,3.0,2.19,0.74,7.0,6.0,2.19,2.11,1.0,9.0,4.37,2.1,7486.0,4.0,2.7,0.82,4.0,2.63,0.74,5.0,3.0,16.0,7.0,7.81,8.0,2.63,2.15,0.0,10.0,5.26,2.41,4.0,3.04,0.85,3.0,1.0,24.0,24.0,0.0,8.0,3.04,2.33,0.0,12.0,6.07,2.95,1262.0,277.26,243.31,27.0,678.67,801.65,196.34,155.32,51.51,107.49,52.83,97.12
insurance_10000_bdeu-10-5,12.77,4.0,2.19,0.83,7.0,10.0,2.19,2.4,1.0,10.0,4.37,2.1,-1.0,5.0,3.15,1.03,3.0,8.0,3.15,2.3,0.0,13.0,6.3,3.1,1.21,4.0,2.15,0.99,6.0,5.0,2.15,1.79,1.0,8.0,4.3,1.79,16.4,3.0,2.26,0.71,6.0,9.0,2.26,2.49,1.0,11.0,4.52,2.26,7575.0,5.0,2.72,0.86,4.0,2.63,0.74,5.0,3.0,16.0,7.0,7.81,8.0,2.63,2.15,0.0,10.0,5.26,2.41,5.0,3.15,1.03,3.0,2.0,21.0,12.0,12.73,8.0,3.15,2.3,0.0,13.0,6.3,3.1,1270.0,280.56,247.26,27.0,744.16,892.37,44.08,170.01,74.47,96.52,54.64,89.19
insurance_10000_bdeu-10-6,12.77,4.0,2.19,0.83,7.0,10.0,2.19,2.4,1.0,10.0,4.37,2.1,2.9,4.0,2.15,0.86,7.0,8.0,2.15,2.43,1.0,10.0,4.3,2.18,1.53,4.0,2.15,0.86,8.0,7.0,2.15,2.11,1.0,9.0,4.3,2.13,16.4,3.0,2.22,0.75,6.0,7.0,2.22,2.22,1.0,9.0,4.44,2.06,7578.0,6.0,2.72,0.86,4.0,2.63,0.74,5.0,3.0,16.0,7.0,7.81,8.0,2.63,2.15,0.0,10.0,5.26,2.41,6.0,3.19,1.11,3.0,1.0,24.0,24.0,0.0,8.0,3.19,2.27,0.0,14.0,6.37,3.18,1270.0,280.67,247.31,27.0,739.32,962.8,184.95,163.89,64.66,81.91,60.05,82.49
insurance_10000_bdeu-100-2,8.38,2.0,1.89,0.42,8.0,5.0,1.89,1.83,1.0,7.0,3.78,1.67,3.6,2.0,1.89,0.42,9.0,6.0,1.89,1.89,1.0,8.0,3.78,1.8,0.74,2.0,1.85,0.46,10.0,5.0,1.85,1.88,1.0,7.0,3.7,1.77,14.33,2.0,1.89,0.42,9.0,5.0,1.89,1.83,1.0,7.0,3.78,1.78,5129.0,2.0,1.88,0.34,2.0,2.0,0.0,5.0,3.0,6.0,4.33,2.08,6.0,2.0,1.66,0.0,8.0,4.0,1.66,2.0,2.0,0.0,5.0,5.0,6.0,4.0,1.58,6.0,2.0,1.59,0.0,8.0,4.0,1.59,343.0,189.96,65.35,27.0,125.51,151.35,20.24,77.91,24.45,25.75,34.78,34.96
insurance_10000_bdeu-100-3,11.78,3.0,2.67,0.83,6.0,13.0,2.67,2.96,2.0,15.0,5.33,2.73,6.9,3.0,2.59,0.93,9.0,19.0,2.59,3.87,2.0,22.0,5.19,3.79,4.38,3.0,2.63,0.88,7.0,10.0,2.63,2.92,2.0,13.0,5.26,2.75,16.04,3.0,2.74,0.71,8.0,17.0,2.74,3.58,1.0,20.0,5.48,3.5,20431.0,3.0,2.72,0.51,3.0,2.96,0.19,3.0,3.0,18.0,7.33,9.24,14.0,2.96,2.85,0.0,17.0,5.93,2.88,3.0,2.96,0.19,3.0,3.0,18.0,8.0,8.66,9.0,2.96,2.39,0.0,12.0,5.93,2.45,2137.0,756.7,409.28,27.0,635.33,753.45,277.72,258.16,1321.59,803.17,1012.51,1099.09
insurance_10000_bdeu-100-4,12.75,4.0,3.22,1.05,4.0,23.0,3.22,4.48,1.0,23.0,6.44,3.89,-1.0,4.0,3.81,0.48,2.0,16.0,3.81,3.4,0.0,20.0,7.63,3.61,6.57,4.0,3.19,1.21,4.0,16.0,3.19,3.62,2.0,20.0,6.37,3.42,16.59,4.0,3.22,1.01,8.0,20.0,3.22,4.03,1.0,23.0,6.44,3.89,35926.0,4.0,3.27,0.74,4.0,3.67,0.62,2.0,1.0,25.0,25.0,0.0,18.0,3.67,3.48,0.0,22.0,7.33,3.68,4.0,3.81,0.48,2.0,1.0,25.0,25.0,0.0,16.0,3.81,3.4,0.0,20.0,7.63,3.61,4812.0,1330.59,948.02,27.0,1312.32,1461.53,695.45,1176.8,NaN,NaN,NaN,NaN
insurance_10000_bdeu-100-5,12.96,5.0,3.3,1.14,5.0,25.0,3.3,4.9,1.0,25.0,6.59,4.28,-1.0,5.0,4.26,0.81,2.0,20.0,4.26,3.97,0.0,24.0,8.52,4.32,14.69,5.0,3.56,1.31,3.0,20.0,3.56,3.98,1.0,20.0,7.11,3.48,16.67,5.0,3.22,1.19,7.0,21.0,3.22,4.13,2.0,24.0,6.44,3.98,39990.0,5.0,3.45,0.88,5.0,3.96,0.85,2.0,1.0,25.0,25.0,0.0,22.0,3.96,4.13,0.0,26.0,7.93,4.38,5.0,4.26,0.81,2.0,1.0,25.0,25.0,0.0,20.0,4.26,3.97,0.0,24.0,8.52,4.32,5700.0,1481.11,1142.74,27.0,1309.11,1472.7,764.66,1800.5,NaN,NaN,NaN,NaN
insurance_10000_bdeu-100-6,12.96,5.0,3.3,1.14,5.0,25.0,3.3,4.9,1.0,25.0,6.59,4.28,-1.0,6.0,4.3,0.87,2.0,20.0,4.3,3.98,0.0,24.0,8.59,4.38,14.73,5.0,3.56,1.31,3.0,20.0,3.56,3.98,1.0,20.0,7.11,3.48,16.75,5.0,3.22,1.19,7.0,25.0,3.22,4.83,1.0,25.0,6.44,4.21,40154.0,6.0,3.46,0.89,5.0,3.96,0.85,2.0,1.0,25.0,25.0,0.0,22.0,3.96,4.13,0.0,26.0,7.93,4.38,6.0,4.3,0.87,2.0,1.0,25.0,25.0,0.0,20.0,4.3,3.98,0.0,24.0,8.59,4.38,5727.0,1487.19,1150.64,27.0,1395.17,1490.35,683.21,1886.58,NaN,NaN,NaN,NaN
insurance_10000_bic-2,8.72,2.0,1.52,0.64,11.0,5.0,1.52,1.78,2.0,7.0,3.04,1.74,3.7,2.0,1.63,0.56,10.0,7.0,1.63,1.88,1.0,7.0,3.26,1.68,0.75,2.0,1.59,0.64,12.0,7.0,1.59,2.04,2.0,7.0,3.19,1.8,14.42,2.0,1.74,0.53,8.0,5.0,1.74,1.63,1.0,7.0,3.48,1.72,1892.0,2.0,1.76,0.46,2.0,1.85,0.36,8.0,3.0,6.0,4.33,2.08,6.0,1.85,1.77,0.0,8.0,3.7,1.94,2.0,1.89,0.32,7.0,6.0,6.0,3.17,1.6,6.0,1.89,1.69,0.0,8.0,3.78,1.85,174.0,70.07,37.67,27.0,130.36,157.73,22.24,67.62,7.45,12.89,6.31,7.66
insurance_10000_bic-3,10.24,3.0,1.52,0.75,10.0,5.0,1.52,1.65,3.0,7.0,3.04,1.74,3.2,2.0,1.63,0.56,11.0,6.0,1.63,1.92,1.0,7.0,3.26,1.77,0.08,2.0,1.67,0.55,10.0,7.0,1.67,2.06,1.0,8.0,3.33,1.84,15.81,3.0,1.85,0.66,8.0,7.0,1.85,2.07,1.0,8.0,3.7,2.13,2718.0,3.0,2.14,0.69,3.0,2.04,0.59,6.0,4.0,6.0,3.75,2.06,5.0,2.04,1.74,0.0,8.0,4.07,2.15,3.0,2.26,0.66,5.0,6.0,7.0,3.5,1.87,7.0,2.26,2.05,0.0,10.0,4.52,2.55,296.0,100.67,69.88,27.0,315.56,397.43,17.23,74.03,6.92,10.56,6.1,11.12
insurance_10000_bic-5,10.24,3.0,1.52,0.75,10.0,5.0,1.52,1.65,3.0,7.0,3.04,1.74,3.1,2.0,1.63,0.56,10.0,6.0,1.63,1.84,1.0,7.0,3.26,1.68,0.13,2.0,1.67,0.55,9.0,6.0,1.67,1.86,1.0,8.0,3.33,1.84,15.91,3.0,1.89,0.7,7.0,5.0,1.89,1.76,1.0,8.0,3.78,2.1,2782.0,4.0,2.18,0.73,3.0,2.04,0.59,6.0,4.0,6.0,3.75,2.06,5.0,2.04,1.74,0.0,8.0,4.07,2.15,4.0,2.3,0.72,4.0,6.0,8.0,3.67,2.25,7.0,2.3,2.02,0.0,10.0,4.59,2.59,306.0,103.04,73.97,27.0,271.76,347.93,14.81,74.38,7.52,9.92,6.9,12.09
insurance_1000_bdeu-0.1-2,8.53,2.0,1.37,0.69,12.0,5.0,1.37,1.62,3.0,6.0,2.74,1.46,3.4,2.0,1.37,0.69,12.0,5.0,1.37,1.62,3.0,6.0,2.74,1.46,0.0,2.0,1.37,0.69,12.0,6.0,1.37,1.67,3.0,6.0,2.74,1.46,12.14,2.0,1.37,0.63,11.0,5.0,1.37,1.5,2.0,7.0,2.74,1.56,505.0,2.0,1.43,0.59,2.0,1.67,0.55,8.0,3.0,6.0,4.33,2.08,4.0,1.67,1.47,1.0,6.0,3.33,1.75,2.0,1.78,0.51,7.0,5.0,7.0,3.8,2.49,6.0,1.78,1.55,1.0,8.0,3.56,1.85,49.0,18.7,10.4,27.0,69.92,80.9,17.92,61.42,0.5,1.81,0.92,1.1
insurance_1000_bdeu-0.1-3,8.38,3.0,1.37,0.74,10.0,5.0,1.37,1.47,3.0,6.0,2.74,1.43,2.8,3.0,1.37,0.74,11.0,5.0,1.37,1.57,3.0,6.0,2.74,1.43,0.0,3.0,1.41,0.69,10.0,4.0,1.41,1.45,2.0,6.0,2.81,1.47,12.57,2.0,1.48,0.64,10.0,5.0,1.48,1.6,2.0,7.0,2.96,1.58,548.0,3.0,1.55,0.71,3.0,1.74,0.66,7.0,4.0,6.0,3.75,2.06,5.0,1.74,1.53,1.0,7.0,3.48,1.85,3.0,2.04,0.76,4.0,6.0,7.0,3.83,2.48,6.0,2.04,1.6,1.0,9.0,4.07,2.18,61.0,20.3,12.48,27.0,115.12,137.39,16.99,63.52,0.34,1.66,0.82,2.23
insurance_1000_bdeu-0.1-6,8.42,3.0,1.37,0.74,10.0,5.0,1.37,1.47,3.0,6.0,2.74,1.43,3.4,3.0,1.37,0.74,11.0,5.0,1.37,1.57,3.0,6.0,2.74,1.43,0.0,3.0,1.41,0.69,11.0,4.0,1.41,1.53,2.0,6.0,2.81,1.47,12.76,3.0,1.41,0.75,10.0,5.0,1.41,1.45,3.0,7.0,2.81,1.59,552.0,4.0,1.57,0.74,3.0,1.74,0.66,7.0,4.0,6.0,3.75,2.06,5.0,1.74,1.53,1.0,7.0,3.48,1.85,4.0,2.11,0.89,4.0,5.0,10.0,4.6,3.71,6.0,2.11,1.65,1.0,10.0,4.22,2.34,61.0,20.44,12.56,27.0,122.0,134.39,16.82,63.19,0.27,1.45,0.81,1.76
insurance_1000_bdeu-1-2,9.04,2.0,1.37,0.69,10.0,4.0,1.37,1.39,3.0,6.0,2.74,1.4,3.9,2.0,1.44,0.64,12.0,5.0,1.44,1.6,2.0,6.0,2.89,1.45,0.0,2.0,1.44,0.64,11.0,4.0,1.44,1.48,2.0,6.0,2.89,1.45,13.2,2.0,1.52,0.58,11.0,5.0,1.52,1.58,1.0,6.0,3.04,1.51,710.0,2.0,1.54,0.57,2.0,1.74,0.45,8.0,3.0,6.0,4.33,2.08,5.0,1.74,1.53,0.0,7.0,3.48,1.74,2.0,1.81,0.4,7.0,5.0,6.0,3.8,2.05,6.0,1.81,1.62,0.0,8.0,3.63,1.84,75.0,26.3,15.06,27.0,100.39,118.75,39.29,63.08,1.62,2.85,1.92,3.7
insurance_1000_bdeu-1-3,8.67,3.0,1.44,0.75,10.0,4.0,1.44,1.45,3.0,6.0,2.89,1.45,2.0,3.0,1.44,0.7,11.0,5.0,1.44,1.63,2.0,6.0,2.89,1.45,0.0,3.0,1.48,0.7,11.0,4.0,1.48,1.5,2.0,6.0,2.96,1.45,13.56,3.0,1.52,0.7,10.0,6.0,1.52,1.58,2.0,6.0,3.04,1.58,786.0,3.0,1.68,0.69,3.0,1.89,0.64,7.0,4.0,6.0,3.75,2.06,6.0,1.89,1.67,0.0,8.0,3.78,1.97,3.0,2.11,0.7,4.0,7.0,7.0,3.29,1.8,7.0,2.11,1.76,0.0,10.0,4.22,2.22,95.0,29.11,18.7,27.0,147.91,163.16,15.56,65.22,1.61,2.56,1.62,3.19
insurance_1000_bdeu-1-6,8.67,3.0,1.44,0.75,10.0,4.0,1.44,1.45,3.0,6.0,2.89,1.45,4.0,2.0,1.44,0.64,12.0,5.0,1.44,1.67,2.0,6.0,2.89,1.48,0.0,3.0,1.48,0.7,11.0,5.0,1.48,1.55,2.0,6.0,2.96,1.45,13.59,3.0,1.56,0.75,10.0,5.0,1.56,1.48,2.0,6.0,3.11,1.6,792.0,4.0,1.69,0.72,3.0,1.89,0.64,7.0,4.0,6.0,3.75,2.06,6.0,1.89,1.67,0.0,8.0,3.78,1.97,4.0,2.26,0.9,4.0,5.0,10.0,4.6,3.71,7.0,2.26,1.79,0.0,11.0,4.52,2.55,95.0,29.33,18.8,27.0,156.61,170.57,19.91,64.81,1.68,3.08,1.52,2.62
insurance_1000_bdeu-10-2,8.89,2.0,1.78,0.51,11.0,7.0,1.78,2.01,1.0,9.0,3.56,1.89,2.1,2.0,1.67,0.62,11.0,5.0,1.67,1.75,2.0,6.0,3.33,1.44,0.0,2.0,1.81,0.48,10.0,8.0,1.81,2.04,1.0,10.0,3.63,1.98,13.59,2.0,1.78,0.51,11.0,8.0,1.78,1.99,1.0,8.0,3.56,1.72,1415.0,2.0,1.7,0.5,2.0,1.96,0.19,8.0,3.0,6.0,4.33,2.08,6.0,1.96,1.72,0.0,8.0,3.93,1.77,2.0,1.96,0.19,6.0,5.0,6.0,3.8,2.05,6.0,1.96,1.63,0.0,8.0,3.93,1.69,126.0,52.41,24.55,27.0,114.07,134.6,15.8,67.62,4.15,6.01,3.3,5.34
insurance_1000_bdeu-10-3,10.31,3.0,2.11,0.85,9.0,17.0,2.11,3.37,1.0,17.0,4.22,2.94,3.3,3.0,2.07,0.87,11.0,15.0,2.07,3.09,2.0,16.0,4.15,2.77,0.51,3.0,1.96,0.76,11.0,9.0,1.96,2.24,1.0,11.0,3.93,2.07,15.13,3.0,2.11,0.75,9.0,15.0,2.11,2.97,1.0,15.0,4.22,2.62,1951.0,3.0,2.06,0.72,3.0,2.56,0.58,6.0,3.0,15.0,6.33,7.51,13.0,2.56,2.68,0.0,15.0,5.11,2.81,3.0,2.67,0.55,3.0,3.0,19.0,8.0,9.54,8.0,2.67,2.13,0.0,10.0,5.33,2.39,247.0,72.26,46.59,27.0,294.74,406.38,26.84,84.21,11.49,12.02,6.64,9.89
insurance_1000_bdeu-10-4,10.31,3.0,2.11,0.85,9.0,17.0,2.11,3.37,1.0,17.0,4.22,2.94,3.4,3.0,2.15,0.82,11.0,17.0,2.15,3.43,2.0,17.0,4.3,3.04,0.5,3.0,2.07,0.87,9.0,11.0,2.07,2.59,1.0,14.0,4.15,2.49,15.12,3.0,2.15,0.77,8.0,13.0,2.15,2.71,1.0,14.0,4.3,2.55,1997.0,4.0,2.1,0.77,4.0,2.59,0.64,6.0,3.0,15.0,6.33,7.51,14.0,2.59,2.83,0.0,16.0,5.19,2.99,4.0,2.78,0.7,3.0,3.0,19.0,8.0,9.54,9.0,2.78,2.24,0.0,11.0,5.56,2.62,263.0,73.96,49.43,27.0,312.87,344.16,19.5,81.78,9.93,11.81,7.5,13.06
insurance_1000_bdeu-10-6,10.31,3.0,2.11,0.85,9.0,17.0,2.11,3.37,1.0,17.0,4.22,2.94,3.4,3.0,2.15,0.82,11.0,17.0,2.15,3.43,2.0,17.0,4.3,3.04,0.28,3.0,2.07,0.78,11.0,15.0,2.07,3.1,1.0,16.0,4.15,2.78,15.13,3.0,2.19,0.79,8.0,12.0,2.19,2.63,1.0,15.0,4.37,2.75,1998.0,5.0,2.11,0.77,4.0,2.59,0.64,6.0,3.0,15.0,6.33,7.51,14.0,2.59,2.83,0.0,16.0,5.19,2.99,4.0,2.78,0.7,3.0,3.0,19.0,8.0,9.54,9.0,2.78,2.24,0.0,11.0,5.56,2.62,263.0,74.0,49.44,27.0,315.87,352.1,19.49,78.75,8.75,11.56,10.33,13.03
insurance_1000_bdeu-100-2,5.92,2.0,1.89,0.42,9.0,11.0,1.89,2.47,1.0,13.0,3.78,2.38,2.5,2.0,1.89,0.42,11.0,14.0,1.89,2.89,1.0,14.0,3.78,2.56,0.25,2.0,1.89,0.42,11.0,12.0,1.89,2.61,1.0,14.0,3.78,2.56,11.42,2.0,1.85,0.53,10.0,6.0,1.85,1.96,2.0,8.0,3.7,1.86,4775.0,2.0,1.88,0.35,2.0,2.0,0.0,7.0,3.0,11.0,6.0,4.58,5.0,2.0,1.78,0.0,7.0,4.0,1.78,2.0,2.0,0.0,5.0,5.0,6.0,4.0,1.58,6.0,2.0,1.73,0.0,8.0,4.0,1.73,307.0,176.85,63.73,27.0,82.14,92.01,15.08,75.28,43.65,51.79,41.61,59.54
insurance_1000_bdeu-100-3,8.64,3.0,2.78,0.7,9.0,15.0,2.78,3.79,1.0,18.0,5.56,3.73,4.6,3.0,2.78,0.7,10.0,16.0,2.78,4.25,1.0,19.0,5.56,3.89,2.28,3.0,2.74,0.71,9.0,15.0,2.74,3.36,1.0,17.0,5.48,3.19,14.63,3.0,2.67,0.73,8.0,8.0,2.67,2.57,1.0,10.0,5.33,2.32,17553.0,3.0,2.69,0.53,3.0,3.0,0.0,5.0,3.0,16.0,6.67,8.08,12.0,3.0,3.05,0.0,15.0,6.0,3.05,3.0,3.0,0.0,3.0,2.0,21.0,12.0,12.73,8.0,3.0,2.34,0.0,11.0,6.0,2.34,1697.0,650.11,372.15,27.0,291.05,372.8,37.96,160.89,1739.64,2209.25,4345.71,3309.5
insurance_1000_bdeu-100-4,10.1,4.0,3.3,1.03,7.0,23.0,3.3,5.01,1.0,25.0,6.59,4.68,-1.0,4.0,3.85,0.36,2.0,19.0,3.85,3.95,0.0,23.0,7.7,4.08,5.0,4.0,3.3,0.99,9.0,18.0,3.3,4.67,1.0,21.0,6.59,4.16,16.25,4.0,3.3,1.03,7.0,14.0,3.3,3.47,1.0,18.0,6.59,3.4,29323.0,4.0,3.22,0.76,4.0,3.81,0.4,5.0,3.0,16.0,6.67,8.08,23.0,3.81,4.87,0.0,27.0,7.63,5.02,4.0,3.85,0.36,2.0,1.0,25.0,25.0,0.0,19.0,3.85,3.95,0.0,23.0,7.7,4.08,3647.0,1086.04,801.88,27.0,653.09,666.78,82.71,365.27,NaN,NaN,NaN,NaN
insurance_1000_bdeu-100-5,10.31,5.0,3.37,1.11,6.0,23.0,3.37,4.99,1.0,25.0,6.74,4.65,-1.0,5.0,4.22,0.7,2.0,24.0,4.22,4.69,0.0,28.0,8.44,4.85,5.44,5.0,3.41,1.12,7.0,16.0,3.41,3.95,1.0,21.0,6.81,3.84,16.01,5.0,3.41,1.19,9.0,24.0,3.41,4.98,1.0,26.0,6.81,4.5,31617.0,5.0,3.35,0.87,5.0,4.0,0.62,5.0,2.0,19.0,10.5,12.02,25.0,4.0,5.07,0.0,29.0,8.0,5.23,5.0,4.22,0.7,2.0,1.0,25.0,25.0,0.0,24.0,4.22,4.69,0.0,28.0,8.44,4.85,4289.0,1171.0,929.2,27.0,684.7,765.35,150.3,414.56,NaN,NaN,NaN,NaN
insurance_1000_bdeu-100-6,10.31,5.0,3.37,1.11,6.0,23.0,3.37,4.99,1.0,25.0,6.74,4.65,-1.0,6.0,4.26,0.76,2.0,25.0,4.26,4.86,0.0,29.0,8.52,5.04,5.43,6.0,3.44,1.19,7.0,16.0,3.44,3.96,1.0,21.0,6.89,3.86,15.52,5.0,3.52,1.25,7.0,23.0,3.52,5.01,1.0,26.0,7.04,4.78,31689.0,6.0,3.35,0.87,5.0,4.0,0.62,5.0,2.0,19.0,10.5,12.02,25.0,4.0,5.07,0.0,29.0,8.0,5.23,6.0,4.26,0.76,2.0,1.0,25.0,25.0,0.0,25.0,4.26,4.86,0.0,29.0,8.52,5.04,4328.0,1173.67,934.94,27.0,638.32,718.08,860.1,404.56,NaN,NaN,NaN,NaN
insurance_1000_bic,8.24,2.0,1.33,0.62,12.0,5.0,1.33,1.49,2.0,6.0,2.67,1.44,4.2,2.0,1.3,0.67,11.0,5.0,1.3,1.54,3.0,5.0,2.59,1.34,0.0,2.0,1.33,0.62,12.0,6.0,1.33,1.57,2.0,6.0,2.67,1.44,11.69,2.0,1.3,0.61,10.0,5.0,1.3,1.44,2.0,5.0,2.59,1.34,506.0,3.0,1.4,0.6,2.0,1.56,0.58,8.0,3.0,6.0,4.33,2.08,5.0,1.56,1.5,1.0,7.0,3.11,1.8,2.0,1.59,0.57,7.0,4.0,7.0,4.5,2.38,5.0,1.59,1.34,1.0,7.0,3.19,1.66,39.0,18.74,10.57,27.0,68.39,81.29,7.69,61.47,0.92,1.64,0.99,1.19
insurance_1000_bic-2,8.24,2.0,1.33,0.62,12.0,5.0,1.33,1.49,2.0,6.0,2.67,1.44,4.2,2.0,1.3,0.67,11.0,5.0,1.3,1.54,3.0,5.0,2.59,1.34,0.0,2.0,1.33,0.62,12.0,6.0,1.33,1.57,2.0,6.0,2.67,1.44,11.69,2.0,1.3,0.61,11.0,4.0,1.3,1.41,2.0,6.0,2.59,1.42,503.0,2.0,1.39,0.59,2.0,1.56,0.58,8.0,3.0,6.0,4.33,2.08,5.0,1.56,1.5,1.0,7.0,3.11,1.8,2.0,1.59,0.57,7.0,4.0,7.0,4.5,2.38,5.0,1.59,1.34,1.0,7.0,3.19,1.66,37.0,18.63,10.37,27.0,78.88,90.46,8.85,61.09,0.49,1.57,1.17,1.68
