Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
fermat-834855329100173267.cnf,6.625858315,0.081942897,5.0,8.0,0.784227409,0.088391548,0.399107924,12258.0,69476.0,5972.0,33138.0,1.052578701,1.096565876,0.180216066,0.332893757,0.615338077,0.0,1.0,1.104648171,0.000575993,0.210053406,0.000334896,0.005023443,0.954988195,0.0,0.126139176,0.435874223,0.000575993,0.472973001,0.000241415,0.002715915,1.482768549,0.024734435,0.039482085,0.0,0.714285714,0.843475208,0.00028381,0.920227199,3.0177e-05,0.002202909,1.481904896,0.532198684,0.000241354,1.086590152,0.000120707,0.002202909,0.000971206,0.538625192,0.000181061,0.006427666,2.559335689,0.347540659,0.405368244,0.025009872,0.619047619,2.466814816,0.0,0.0,0.0,0.002846618,0.00787006,0.176471207,0.95152573,7.4e-08,0.716154499,0.410982926,0.023892543,0.40981504,0.024152809,0.102893497,0.041649496,0.429273056,0.0,0.2386149,0.048337585,0.033960069,0.048218852,0.034343627,0.041647455,330.366666667,0.225102133,1114.88333333,0.019759311,1114.0,1083.0,1142.0,0.734049222,0.246502134,0.785314941,0.032832857,437.2,0.179130198,1099.75294118,0.111824282,1113.0,1082.0,1139.0,0.284985248,0.838836719,0.819115414,0.089112072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2078.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
fermat-907547022132073.cnf,6.617605301,0.083813591,5.0,8.0,0.804707684,0.097320816,0.354381282,8716.0,48900.0,4227.0,23380.0,1.061982493,1.091531223,0.180795552,0.332947276,0.619442811,0.0,1.0,1.116210754,0.000813956,0.229667007,0.000473149,0.006624083,0.968119333,0.0,0.127758768,0.440076989,0.000813956,0.437168838,0.000342173,0.003421728,1.561328708,0.027041673,0.047186866,0.0,0.789473684,0.920652832,0.000400466,0.840197884,4.2772e-05,0.002694611,1.528689741,0.532720274,0.000346099,1.013723668,0.000171086,0.003678358,0.00132607,0.48907881,0.00025663,0.008725406,2.65168632,0.348437688,0.394208599,0.024198948,0.619047619,2.555750824,0.0,0.0,0.0,0.042346818,0.043293116,0.17677639,0.949815301,1.5e-07,0.640742956,0.410133275,0.023774467,0.40866761,0.024095775,0.102643301,0.041660772,0.465041113,0.0,0.29316308,0.048350784,0.032977856,0.048094541,0.034409491,0.041634874,237.474576271,0.293246,782.661016949,0.09572345,790.0,762.0,812.0,0.744277098,0.237042266,0.793720133,0.104706994,308.376623377,0.123027823,787.701298701,0.085016699,793.0,765.0,816.0,0.313464352,0.562149912,0.817128156,0.058899418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1221.14,579.969,883.912,169.723,1379.6,1667.17,274.613,2408.29,1961.42,1014.96,1466.0,1467.37,517.587,1460.12,226.186,226.732,95.1079,1194.67,416.528,66.3199,700.335,2066.49,1746.51,2636.56,515.171,428.46,238.374,566.904,NaN,538.189,NaN,NaN,NaN,NaN,2559.27,138.468,141.11,327.941,467.229,319.706,601.734,450.062,313.829,302.314,308.305,390.373,228.592,613.475,607.618,368.249,1718.69,723.521,144.812,801.491,1249.16,794.308,1649.11,1698.67,1644.8,1494.32,NaN,1084.51,750.209,349.657,512.474
fermat-931960058139995587.cnf,6.625858315,0.081942897,5.0,8.0,0.784227409,0.087886343,0.395755792,12257.0,69473.0,5972.0,33138.0,1.052411253,1.096475346,0.180216066,0.332893757,0.615338077,0.0,1.0,1.104648171,0.000575993,0.210053406,0.000334896,0.005023443,0.954988195,0.0,0.126139176,0.435874223,0.000575993,0.472973001,0.000241415,0.002715915,1.482768549,0.024734435,0.039482085,0.0,0.714285714,0.843475208,0.000283779,0.920268781,3.0177e-05,0.002202909,1.477758824,0.532138331,0.000241354,1.086590152,0.000120707,0.002202909,0.000971206,0.538625192,0.000181061,0.006427666,2.559335689,0.347540932,0.405366329,0.025009872,0.619047619,2.467485415,0.0,0.0,0.0,0.002846618,0.00787006,0.176471204,0.951525775,7.4e-08,0.716154499,0.410982926,0.023892543,0.40981504,0.024152809,0.102893497,0.041649496,0.429273056,0.0,0.2386149,0.048337585,0.033960069,0.048218852,0.034343627,0.041647455,324.754098361,0.217999113,1106.95081967,0.021032474,1107.0,1074.0,1134.0,0.725121979,0.196531239,0.782896055,0.028493572,437.046511628,0.1022046,1114.37209302,0.018983211,1116.0,1085.0,1139.0,0.286975984,0.543081452,0.812765797,0.017967622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
filter_iir_true-unreach-call.c.cnf,14.113402062,0.048662028,10.0,15.0,0.862473124,0.01175897,0.03845855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000123443,0.000123443,0.000123443,0.000362612,0.000362612,0.369459586,0.922300701,0.0,1.0,0.896295201,0.035421301,0.719813479,0.066222695,0.219285269,0.085489776,0.785724744,0.0,0.28356306,0.19573827,0.018966994,0.134617123,0.02991701,0.052728186,217119.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01010101,0.0,4.424589905,0.0,75449.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258464198,0.0,1.370660221,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1823.01,1844.13,1750.7,526.582,543.594,500.463,581.557,922.445,963.216,430.991,568.256,625.278,1823.56,1316.26,2125.18,710.964,673.446,862.244,1334.08,1184.54,653.64,726.655,972.742,1019.61,1614.92,1306.81,1226.24,699.214,480.694,1629.73,1380.92,902.917,1257.86,NaN,NaN,NaN,1329.89,1182.37,2127.45,1142.32,539.187,609.786,579.705,508.031,574.859,583.609,576.784,576.341,472.726,1351.07,1360.7,756.257,1035.42,2416.03,954.863,1163.27,1753.08,2840.67,1150.83,1255.08,1164.55,1301.42,472.042,1007.98,499.743,636.836,486.292
frb59-26-1.used-as.sat04-891.cnf,3.089552239,0.092420901,3.0,4.0,0.301500641,0.767613084,0.90360632,1534.0,132295.0,1475.0,130281.0,0.04,0.015458893,0.011321682,0.995919459,0.017370716,0.777777778,1.0,0.214277485,0.002237328,1.661736238,0.001355932,0.033220339,0.223920688,0.0,0.946293013,0.946293013,0.002237328,0.185301052,0.001381629,0.003684344,5.205977092,0.180888672,0.039023967,0.079365079,0.298076923,2.761722814,0.001283109,0.18031719,0.00080595,0.002179903,4.694540755,0.946293013,0.002580675,0.201386287,0.00128952,0.004183265,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000677966,0.83464197,0.014262154,0.795805918,0.871959416,0.850248133,0.819956034,0.842627533,0.826112924,0.834350409,1e-09,4.433132969,0.0,7.6e-08,2e-09,0.0,0.0,0.0,0.0,22.79245283,0.216952134,678.509433962,0.101675953,687.0,660.0,706.0,35.205823767,0.120496071,0.999151412,0.000358438,68.881818182,3.996145988,679.572727273,0.100078449,685.0,658.0,709.0,42.947732969,0.087241165,1.000747631,0.010389223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
fsf-300-354-2-2-3-2.23.opt.cnf,4.663865546,0.101286265,4.0,5.0,0.638438127,0.230044327,0.358249826,3486.0,8496.0,2024.0,8436.0,0.722332016,0.007112376,0.239924135,0.41874111,0.778018453,0.0,1.0,1.360931969,0.001812063,0.128439918,0.001482213,0.001976285,0.635854821,0.0,0.0,0.332385017,0.001812063,1.008706475,0.000592698,0.00865339,1.460136177,0.25058307,0.134997621,0.0,0.632653061,1.408887677,0.000526283,0.958158633,0.0,0.003082029,2.481367602,0.327880512,0.002719734,1.307485096,0.000711238,0.016358464,0.006469007,0.248218944,0.002726411,0.013750593,3.975107072,0.08447577,0.524791204,0.021220159,0.293333333,2.531236831,0.0,0.000988142,0.003952569,0.027173913,0.035079051,0.228224959,0.682656706,7.8574e-05,0.857121474,0.446560497,0.041102281,0.333980153,0.09559705,0.209302043,0.200734213,0.584405211,0.000312815,0.381300959,0.309090127,0.00870845,0.289828404,0.061609961,0.260457285,60.673076923,0.173230524,269.856643357,0.042246669,270.0,256.0,284.0,0.625426633,0.257668505,0.84711535,0.025013922,70.142857143,0.166737816,269.818681319,0.067600618,270.0,256.0,285.0,0.118745549,0.986686389,0.861777877,0.039687984,-512.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145.778,110.674,519.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.458958,0.505503,0.458707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238.738,238.366,339.25,16.521,16.7939,15.7809,15.6454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
full-bf-ga-6-ce.cnf,4.461427194,0.111737768,4.0,5.0,0.690168499,0.185566949,0.500724931,9654.0,41468.0,2075.0,19824.0,3.65253012,1.09180791,0.104671106,0.530373957,0.645556381,0.0,1.0,1.413130977,0.001622227,0.193688111,0.000963855,0.002409639,0.989625914,0.0,0.071630347,0.587116626,0.001622227,1.605896127,0.000453995,0.013771186,2.487764031,0.234103308,0.194247836,0.0,0.936507937,2.707210247,0.000788627,1.823876729,0.000151332,0.007970137,1.989248633,0.530821227,0.001353744,1.638285783,0.000353107,0.01175343,0.008358859,0.472269247,0.000302663,0.025322841,5.582129882,0.031828748,1.515760339,0.005339436,0.285714286,1.737132822,0.000481928,0.001927711,0.009156627,0.050120482,0.219759036,0.406517974,0.531167674,7.09e-07,0.967479822,0.68426503,0.108437717,0.575705091,0.224934686,0.422987782,0.040079205,0.787792377,0.0,0.112908193,0.089409566,2.26e-07,0.066581811,0.018745118,0.029266933,112.98880597,0.298543634,489.302238806,0.070509208,490.0,470.0,512.0,1.133380993,0.204836049,0.851823492,0.036488126,182.86971831,0.288328303,491.36971831,0.069766022,493.0,469.0,516.0,0.587904067,0.752362495,0.884022636,0.067903237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3267.36,2975.14,4399.5,NaN,4348.18,4293.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4626.59,4580.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4889.74,NaN,4767.45,NaN,NaN,NaN,NaN,NaN,NaN
full-bf-ga-7-ce.cnf,4.748854262,0.091321433,4.0,5.0,0.563590369,0.176492932,0.481572377,15092.0,65248.0,3274.0,32128.0,3.609651802,1.030876494,0.10190488,0.53591675,0.63498219,0.0,1.0,1.410381516,0.001031743,0.191894473,0.000610874,0.001832621,0.981992069,0.0,0.071931026,0.570623755,0.001031743,1.740049326,0.000280129,0.009773406,2.491139687,0.201270757,0.200083948,0.0,0.950617284,2.611362378,0.000507059,1.979530615,9.3376e-05,0.005633715,1.955395163,0.539093625,0.000850485,1.781949315,0.000249004,0.008621763,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000305437,0.001221747,0.006414172,0.033598045,0.17990226,0.358991169,0.596889496,0.001020619,0.966033798,0.636424255,0.067351937,0.520076333,0.156760175,0.379833369,0.038711919,0.767017331,0.0,0.106676074,0.086502874,6.8e-08,0.063999567,0.020819824,0.028231749,184.748031496,0.218059557,747.401574803,0.025836214,746.0,721.0,772.0,1.045002247,0.175816561,0.845118637,0.017749448,284.116788321,0.089433663,748.562043796,0.026608568,747.0,722.0,773.0,0.439622541,0.330707098,0.872458417,0.013561415,NaN,NaN,NaN,NaN,NaN,NaN,2383.44,2378.3,2316.7,336.577,NaN,1844.43,967.872,162.319,NaN,NaN,845.183,423.209,638.042,4768.13,1950.75,NaN,NaN,334.33,436.725,517.058,NaN,1707.36,NaN,2087.79,NaN,644.83,87.073,4235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,427.197,NaN,NaN,NaN,3077.93,2891.08,NaN,NaN,NaN,4176.36,989.183,257.807,257.651,321.95,68.076,2098.36,320.137,53.5985,772.587,272.343,1356.25,663.797,1363.31,NaN,NaN,NaN,1004.68,1632.0,NaN
full-bf-ga-9-ce.cnf,4.858954451,0.07163445,4.0,5.0,0.406856929,0.146324773,0.385255065,31410.0,136988.0,7101.0,69900.0,3.423320659,0.959771102,0.101587983,0.541371483,0.619409906,0.0,1.0,1.391864567,0.000476497,0.191279028,0.00028165,0.000844951,0.973600018,0.0,0.07702432,0.553505007,0.000476497,2.008340974,0.000128755,0.005693848,2.138493685,0.150361396,0.191420552,0.0,0.96039604,2.208804063,0.00023842,2.285061978,4.2918e-05,0.003276109,1.696091639,0.552503577,0.000386691,2.074889093,0.000114449,0.005107296,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.00028165,0.001126602,0.004647233,0.022391213,0.103084073,0.301497639,0.622432703,0.000279661,0.975259433,0.509655321,0.051979997,0.430232263,0.128181982,0.327670285,0.036438721,0.747686193,0.0,0.111025636,0.085750731,0.00417314,0.038870443,0.023569878,0.027681598,429.870967742,0.298958886,1556.48387097,0.018869393,1560.0,1516.0,1593.0,0.866157633,0.294704183,0.837185005,0.022469398,600.444444444,0.113812365,1557.25,0.019930473,1551.5,1523.0,1604.0,0.258773306,0.54951272,0.858245182,0.011309575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2711.18,26.491,1747.98,127.785,111.853,2251.5,931.489,175.423,18.6909,81.9016,NaN,NaN,NaN,NaN,177.219,1726.86,NaN,NaN,4240.61,NaN,NaN,NaN,NaN,NaN,NaN,1882.72,NaN,146.726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204.62,287.469,193.806,NaN,25.9537,NaN,1070.35,872.761,NaN,NaN,NaN,30.3057,128.205,83.3659,77.7165,6.77181,265.372,343.588,812.345,827.591,536.878,419.353,742.104,NaN,722.341,NaN,NaN,575.546,NaN,NaN,3072.16
full-bg-gb-6-ce.cnf,4.428981349,0.111748191,4.0,5.0,0.683025688,0.186623143,0.533934116,9654.0,41468.0,2092.0,19845.0,3.614722753,1.089594356,0.105416982,0.52877635,0.645545136,0.0,1.0,1.411151014,0.001606186,0.193658234,0.000956023,0.002390057,0.987745515,0.0,0.072260015,0.591836735,0.001606186,1.614169793,0.000453515,0.01526833,2.481575888,0.234277006,0.193605567,0.0,0.936507937,2.69437263,0.000777681,1.835518587,0.000151172,0.008868733,1.9815369,0.529251701,0.001338288,1.646804123,0.000352734,0.012950365,0.008331381,0.484320876,0.000302343,0.028420257,5.583411256,0.031441635,1.543079952,0.004816223,0.285714286,1.711482724,0.000478011,0.001912046,0.009082218,0.047801147,0.217973231,0.401663976,0.530188204,1.4829e-05,0.968516606,0.670385308,0.0989068,0.56888631,0.225069038,0.424898137,0.040537553,0.777065335,0.0,0.111438062,0.089687946,2.32e-07,0.066957769,0.019536044,0.029186164,119.996153846,0.604033841,492.65,0.072565302,494.5,470.0,519.0,1.155615228,0.423686255,0.856682493,0.108204961,183.307420495,0.135200154,493.64664311,0.069371234,493.0,475.0,520.0,0.590479696,0.402094257,0.881276218,0.03155135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
full-bg-gb-7-ce.cnf,4.691697192,0.098427572,4.0,5.0,0.617735969,0.17820393,0.461603508,15092.0,65248.0,3277.0,32154.0,3.605431797,1.02923431,0.10191578,0.535588107,0.635535904,0.0,1.0,1.409951071,0.001030819,0.191718116,0.000610314,0.001830943,0.98087054,0.0,0.071997263,0.570037942,0.001030819,1.749860958,0.000279903,0.010854015,2.498086604,0.20100536,0.199591286,0.0,0.950617284,2.578560791,0.000506061,1.99290338,9.3301e-05,0.006282267,1.953900285,0.538626609,0.000849702,1.793113912,0.000248803,0.009703303,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000305157,0.001220629,0.0064083,0.032041501,0.174244736,0.359165429,0.598013626,0.000199843,0.967038827,0.638325033,0.063745729,0.519076509,0.159235669,0.378409688,0.038519122,0.765671167,0.0,0.106901561,0.086023051,5.7e-08,0.063831237,0.020908429,0.028272787,188.36,0.203806597,753.136,0.028782822,754.0,720.0,780.0,1.060218988,0.169111049,0.847672368,0.017707027,286.904411765,0.086198783,749.698529412,0.024794042,751.0,724.0,772.0,0.431338635,0.243864542,0.872270396,0.013106285,NaN,NaN,NaN,NaN,NaN,NaN,4112.04,NaN,292.349,NaN,NaN,NaN,596.615,NaN,1741.32,NaN,1215.06,NaN,NaN,NaN,NaN,NaN,1310.05,NaN,NaN,234.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2646.93,NaN,NaN,NaN,NaN,NaN,2254.95,NaN,NaN,NaN,1867.07,NaN,3891.27,NaN,NaN,NaN,NaN,NaN,4092.25,NaN,2435.0,NaN,NaN,2191.55,NaN
full-bg-gb-8-ce.cnf,4.84765625,0.074129384,4.0,5.0,0.426753109,0.14599848,0.421631525,22264.0,96728.0,5121.0,48659.0,3.347588362,0.987874802,0.105242607,0.535756318,0.621564469,0.0,1.0,1.39144668,0.00065698,0.192519703,0.000390549,0.000976372,0.978146725,0.0,0.078279455,0.573008077,0.00065698,1.898998926,0.000184961,0.008138268,2.156988274,0.166488501,0.190616095,0.0,0.951807229,2.308561688,0.000325263,2.161449454,6.1654e-05,0.004706221,1.819328819,0.546270988,0.000532806,1.953797591,0.000143858,0.006699686,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,0.000390549,0.001562195,0.007029877,0.0304628,0.143526655,0.320402811,0.567835803,4.3468e-05,0.978073889,0.529759194,0.064816937,0.451484351,0.166666667,0.333788914,0.038598248,0.754943689,0.0,0.108869532,0.092048472,2.805e-06,0.054349048,0.023922472,0.028254384,300.285714286,0.457186771,1110.41071429,0.137735185,1132.0,1094.0,1159.0,0.922763382,0.435408517,0.840278785,0.074328891,440.682539683,0.091815259,1135.41269841,0.024581688,1133.0,1102.0,1163.0,0.306961537,0.269594736,0.859932963,0.011977576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,386.511,3050.8,NaN,NaN,243.175,NaN,NaN,NaN,3210.72,NaN,NaN,NaN,NaN,NaN,2502.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1887.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,943.715,1553.21,1416.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,563.619,4517.25,1608.6,1586.63,400.428,81.2483,905.364,1858.14,NaN,561.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
