Instances,feature_ EXIST_VARS,feature_ FORALL_VARS,feature_ TOTAL_VARS,feature_ CLAUSES,feature_ LITERALS,feature_ EXIST_SET,feature_ FORALL_SET,feature_ TOTAL_SET,feature_ UNARY_CLAUSES,feature_ BINARY_CLAUSES,feature_ TERNARY_MORE_CLAUSES,feature_ POS_HORN,feature_ NEG_HORN,feature_ EXIST_LIT_PER_CLAUSE,feature_ FORALL_LIT_PER_CLAUSE,feature_ EXIST_VARS_PER_SET,feature_ FORALL_POS_LITS_PER_CLAUSE,feature_ FORALL_NEG_LITS_PER_CLAUSE,feature_ OCCS_POS_NO_PER_VAR,feature_ OCCS_FORALL_NO_PER_VAR,feature_ OCCS_FORALL_POS_NO_PER_VAR,feature_ W_OCCS_POS_NO_PER_VAR,feature_ W_OCCS_FORALL_NO_PER_VAR,feature_ W_OCCS_FORALL_POS_NO_PER_VAR,feature_ W_PRODUCTS,feature_ LITN_LIT,feature_ LITEP_LIT,feature_ LITEN_LITE,feature_ LITEN_LITN,feature_ LITFN_LIT,feature_ LITFP_LITFN,feature_ OCCP_OCCN,feature_ OCCE_OCC,feature_ OCCEN_OCC,feature_ OCCFP_OCCF,feature_ OCCEN_OCCE,feature_ OCCEN_OCCN,feature_ OCCFP_OCCFN,feature_ TERMORE_CLAUSE,feature_ NEG_HORN_CLAUSE,feature_ WOCCN_WOCC,feature_ WOCCEP_WOCC,feature_ WOCCFN_WOCC,feature_ WOCCEP_WOCCE,feature_ WOCCEP_WOCCP,feature_ WOCCFN_WOCCN,algo_bcghostq,algo_brareqs,algo_cbdepqbf,algo_cghostq,algo_depqbf,algo_dual_ooq13,algo_ghostq,algo_hiqqer1,algo_hiqqer3,algo_ooq13,algo_pre_dual_ooq13,algo_rareqs,algo_sqube,algo_xbdepqbf
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-16,3513.0,162.0,3675.0,14336.0,175043.0,17.0,17.0,34.0,0.0,2.0,14334.0,13552.0,32.0,12.114607,0.095424,206.647059,0.04834,0.047084,4.212517,8.444444,4.277778,77.82449,68.888889,34.5,1546.357529,0.911559,0.084482,0.914852,0.99577,0.003856,1.026667,0.097022,1.037939,0.949561,0.506579,0.914852,1.041689,1.026667,0.99986,0.002232,0.895669,0.107009,0.046101,0.10271,1.025672,0.051471,NaN,551.372,193.762,NaN,NaN,NaN,NaN,1.46717,2.70405,NaN,NaN,NaN,NaN,147.892
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-17,3741.0,171.0,3912.0,15538.0,199270.0,18.0,18.0,36.0,0.0,2.0,15536.0,14705.0,32.0,12.732012,0.092676,207.833333,0.046917,0.045759,4.284765,8.421053,4.263158,83.438395,72.842105,36.473684,1751.698476,0.915883,0.080459,0.918956,0.996104,0.003568,1.025316,0.091843,1.038153,0.954017,0.50625,0.918956,1.041636,1.025316,0.999871,0.002059,0.900298,0.102268,0.043457,0.098171,1.025728,0.04827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-18,3970.0,180.0,4150.0,16776.0,225492.0,19.0,19.0,38.0,0.0,2.0,16774.0,15894.0,32.0,13.351216,0.090129,208.947368,0.045601,0.044528,4.356627,8.4,4.25,89.19012,76.8,38.45,1973.914861,0.91982,0.076788,0.922694,0.996398,0.003313,1.024096,0.087169,1.038331,0.958061,0.505952,0.922694,1.041575,1.024096,0.999881,0.001907,0.904541,0.097921,0.041046,0.094009,1.025794,0.045377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.36038,7.08328,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-19,4200.0,189.0,4389.0,18050.0,253781.0,20.0,20.0,40.0,0.0,2.0,18048.0,17119.0,32.0,13.972133,0.087756,210.0,0.044377,0.04338,4.428116,8.380952,4.238095,95.078833,80.761905,40.428571,2213.625714,0.923418,0.073426,0.926113,0.996659,0.003085,1.022989,0.082933,1.038478,0.961748,0.505682,0.926113,1.041508,1.022989,0.999889,0.001773,0.908446,0.093923,0.038838,0.09018,1.025866,0.042752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-20,4431.0,198.0,4629.0,19360.0,284209.0,21.0,21.0,42.0,0.0,2.0,19358.0,18380.0,32.0,14.59468,0.085537,211.0,0.043233,0.042304,4.499244,8.363636,4.227273,101.103694,84.727273,42.409091,2471.444369,0.926719,0.070336,0.929252,0.99689,0.002882,1.021978,0.079075,1.038598,0.96512,0.505435,0.929252,1.041437,1.021978,0.999897,0.001653,0.91205,0.090231,0.036812,0.086645,1.025941,0.040362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-21,4663.0,207.0,4870.0,20706.0,316848.0,22.0,22.0,44.0,0.0,2.0,20704.0,19677.0,32.0,15.218777,0.083454,211.954545,0.042162,0.041292,4.570021,8.347826,4.217391,107.26386,88.695652,44.391304,2747.978555,0.929758,0.067487,0.932143,0.997098,0.002698,1.021053,0.075549,1.038696,0.968214,0.505208,0.932143,1.041361,1.021053,0.999903,0.001545,0.915389,0.086813,0.034948,0.083371,1.02602,0.038178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-22,4896.0,216.0,5112.0,22088.0,351770.0,23.0,23.0,46.0,0.0,2.0,22086.0,21010.0,32.0,15.84435,0.081492,212.869565,0.041154,0.040339,4.640454,8.333333,4.208333,113.55849,92.666667,46.375,3043.830474,0.932564,0.064852,0.934814,0.997284,0.002533,1.020202,0.072313,1.038775,0.971062,0.505,0.934814,1.041282,1.020202,0.999909,0.001449,0.918489,0.083639,0.033228,0.080331,1.026101,0.036177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-23,5130.0,225.0,5355.0,23506.0,389047.0,24.0,24.0,48.0,0.0,2.0,23504.0,22379.0,32.0,16.471326,0.079639,213.75,0.040203,0.039437,4.710551,8.32,4.2,119.986741,96.64,48.36,3359.596881,0.935162,0.062409,0.937289,0.997452,0.002383,1.019417,0.069333,1.038837,0.973691,0.504808,0.937289,1.0412,1.019417,0.999915,0.001361,0.921375,0.080683,0.031637,0.0775,1.026182,0.034337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-24,5365.0,234.0,5599.0,24960.0,428751.0,25.0,25.0,50.0,0.0,2.0,24958.0,23784.0,32.0,17.099639,0.077885,214.6,0.039303,0.038582,4.780318,8.307692,4.192308,126.547776,100.615385,50.346154,3695.869152,0.937574,0.060137,0.939589,0.997604,0.002246,1.018692,0.066582,1.038884,0.976124,0.50463,0.939589,1.041116,1.018692,0.99992,0.001282,0.924069,0.077925,0.030162,0.074857,1.026264,0.032641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-25,5601.0,243.0,5844.0,26450.0,470954.0,26.0,26.0,52.0,0.0,2.0,26448.0,25225.0,32.0,17.729225,0.076219,215.423077,0.03845,0.037769,4.84976,8.296296,4.185185,133.24076,104.592593,52.333333,4053.233351,0.93982,0.058021,0.94173,0.997743,0.002121,1.018018,0.064034,1.038919,0.978381,0.504464,0.94173,1.04103,1.018018,0.999924,0.00121,0.926589,0.075345,0.028793,0.072385,1.026345,0.031074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-26,5838.0,252.0,6090.0,27976.0,515728.0,27.0,27.0,54.0,0.0,2.0,27974.0,26702.0,32.0,18.360023,0.074635,216.222222,0.037639,0.036996,4.918883,8.285714,4.178571,140.06486,108.571429,54.321429,4432.270298,0.941915,0.056043,0.943729,0.997869,0.002007,1.017391,0.061667,1.038942,0.98048,0.50431,0.943729,1.040943,1.017391,0.999929,0.001144,0.928952,0.072926,0.027518,0.070068,1.026425,0.029623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-27,6076.0,261.0,6337.0,29538.0,563145.0,28.0,28.0,56.0,0.0,2.0,29536.0,28215.0,32.0,18.991976,0.073126,217.0,0.036868,0.036258,4.987691,8.275862,4.172414,147.019252,112.551724,56.310345,4833.555629,0.943874,0.054192,0.945599,0.997985,0.001902,1.016807,0.059463,1.038956,0.982436,0.504167,0.945599,1.040854,1.016807,0.999932,0.001083,0.931171,0.070654,0.02633,0.067891,1.026503,0.028277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-5,1071.0,63.0,1134.0,3490.0,19624.0,6.0,6.0,12.0,0.0,2.0,3488.0,3245.0,32.0,5.45788,0.165043,178.5,0.0851,0.079943,3.379189,9.142857,4.714286,25.36067,26.285714,13.285714,218.113912,0.804729,0.180137,0.814416,0.982333,0.014217,1.064516,0.242655,1.027745,0.837012,0.515625,0.814416,1.040117,1.064516,0.999427,0.009169,0.786885,0.219084,0.109244,0.209483,1.028008,0.138831,0.971338,0.13862,0.139709,0.830775,NaN,125.396,0.796636,0.163152,0.360519,NaN,0.835786,NaN,0.38185,0.303812
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-7,1506.0,81.0,1587.0,5138.0,34895.0,8.0,8.0,16.0,0.0,2.0,5136.0,4795.0,32.0,6.651421,0.140132,188.25,0.071818,0.068315,3.539382,8.888889,4.555556,33.623819,33.777778,17.0,352.539177,0.839031,0.150394,0.846437,0.988011,0.010059,1.051282,0.191851,1.032042,0.873559,0.5125,0.846437,1.041152,1.051282,0.999611,0.006228,0.82137,0.18338,0.089134,0.175629,1.026592,0.108518,5.0532,0.541612,0.357733,4.89057,NaN,57.0931,1.72752,0.294947,0.679083,NaN,2.72452,NaN,0.980655,0.611145
applications/hardness/arbiter-09-comp-error01-qbf-hardness-depth-9,1945.0,99.0,2044.0,6930.0,55266.0,10.0,10.0,20.0,0.0,2.0,6928.0,6489.0,32.0,7.850216,0.124675,194.5,0.063636,0.061039,3.693738,8.727273,4.454545,42.451566,41.454545,20.818182,528.230334,0.863388,0.128632,0.869325,0.991135,0.007654,1.042553,0.158228,1.034471,0.899291,0.510417,0.869325,1.041584,1.042553,0.999711,0.004618,0.845851,0.158148,0.074934,0.151593,1.025939,0.088591,44.3422,6.87612,0.543379,43.5378,NaN,183.945,3.99823,0.382334,0.822037,NaN,6.38946,NaN,3.3075,1.04828
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-10,2196.0,108.0,2304.0,8010.0,68589.0,11.0,11.0,22.0,0.0,2.0,8008.0,7510.0,32.0,8.445568,0.117353,199.636364,0.0598,0.057553,3.789931,8.703704,4.435185,47.351128,45.37037,22.768519,636.026412,0.872691,0.120325,0.878003,0.992298,0.006721,1.039046,0.145881,1.034801,0.908558,0.509574,0.878003,1.0411,1.039046,0.99975,0.003995,0.855108,0.148592,0.069161,0.142554,1.025532,0.080879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-4,867.0,54.0,921.0,2772.0,13983.0,5.0,5.0,10.0,0.0,2.0,2770.0,2572.0,32.0,4.861111,0.183261,173.4,0.094877,0.088384,3.32139,9.407407,4.87037,21.618893,22.740741,11.537037,166.655133,0.781234,0.199957,0.792505,0.977572,0.017521,1.073469,0.280026,1.023691,0.81128,0.517717,0.792505,1.038459,1.073469,0.999278,0.011544,0.762586,0.24431,0.123037,0.233404,1.029046,0.161342,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,NaN,323.563,0.0,0.0,0.0
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-8,1749.0,90.0,1839.0,6120.0,45139.0,9.0,9.0,18.0,0.0,2.0,6118.0,5720.0,32.0,7.245588,0.130065,194.333333,0.066503,0.063562,3.639478,8.844444,4.522222,38.218053,37.644444,18.922222,437.686678,0.851725,0.139259,0.858241,0.989882,0.008618,1.046272,0.174088,1.032916,0.886491,0.511307,0.858241,1.040819,1.046272,0.999673,0.005229,0.833908,0.170407,0.081365,0.163375,1.025981,0.09757,98.4309,NaN,4.0387,94.7723,NaN,NaN,241.461,0.404309,0.907265,NaN,NaN,NaN,1.27333,1.05557
applications/hardness/arbiter-09-comp-error02-qbf-hardness-depth-9,1972.0,99.0,2071.0,7047.0,56148.0,10.0,10.0,20.0,0.0,2.0,7045.0,6597.0,32.0,7.844473,0.123173,197.2,0.062864,0.060309,3.715113,8.767677,4.474747,42.714148,41.494949,20.838384,531.049696,0.862969,0.129141,0.868831,0.991229,0.007569,1.042353,0.15879,1.033968,0.898344,0.510369,0.868831,1.040991,1.042353,0.999716,0.004541,0.845244,0.158735,0.07484,0.152241,1.025711,0.088542,NaN,NaN,1.45689,NaN,NaN,NaN,NaN,0.484829,1.14982,NaN,NaN,NaN,1.84529,2.22825
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-10,2446.0,120.0,2566.0,8950.0,76607.0,11.0,11.0,22.0,0.0,2.0,8948.0,8410.0,35.0,8.44324,0.116201,222.363636,0.059218,0.056983,3.805144,8.666667,4.416667,47.560405,45.333333,22.75,640.593622,0.872544,0.120537,0.877804,0.99237,0.006657,1.039216,0.146074,1.034818,0.908367,0.509615,0.877804,1.041056,1.039216,0.999777,0.003911,0.854872,0.148842,0.068912,0.142806,1.025593,0.080611,481.309,2.51957,0.957719,482.456,NaN,NaN,5.49828,0.546039,1.22129,NaN,60.0705,NaN,7.46344,1.86383
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-12,2947.0,140.0,3087.0,11220.0,109485.0,13.0,13.0,26.0,0.0,2.0,11218.0,10572.0,35.0,9.65107,0.106952,226.692308,0.054367,0.052585,3.953677,8.571429,4.357143,57.294461,53.142857,26.642857,888.37869,0.888524,0.105905,0.892921,0.993935,0.005389,1.033898,0.125463,1.036025,0.925089,0.508333,0.892921,1.041153,1.033898,0.999822,0.003119,0.871287,0.131984,0.059533,0.126684,1.025415,0.068327,NaN,50.2261,5.15047,NaN,NaN,NaN,702.61,0.831023,1.91702,NaN,109.256,NaN,NaN,6.36339
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-13,3199.0,150.0,3349.0,12415.0,128638.0,14.0,14.0,28.0,0.0,2.0,12413.0,11713.0,35.0,10.258397,0.103101,228.5,0.052356,0.050745,4.027172,8.533333,4.333333,62.373246,57.066667,28.6,1032.331979,0.895155,0.099792,0.899205,0.994529,0.004897,1.031746,0.117124,1.036473,0.932002,0.507813,0.899205,1.041162,1.031746,0.999839,0.002819,0.878184,0.124908,0.055596,0.119912,1.025389,0.063308,NaN,106.544,10.1208,NaN,NaN,NaN,NaN,1.13268,2.35493,NaN,341.324,NaN,NaN,10.1576
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-14,3452.0,160.0,3612.0,13650.0,149707.0,15.0,15.0,30.0,0.0,2.0,13648.0,12894.0,35.0,10.867912,0.099634,230.133333,0.050549,0.049084,4.100221,8.5,4.3125,67.59247,61.0,30.5625,1190.527231,0.901073,0.094318,0.904818,0.995033,0.004475,1.029851,0.109787,1.036844,0.938155,0.507353,0.904818,1.041153,1.029851,0.999853,0.002564,0.884389,0.118547,0.052061,0.113822,1.025392,0.058866,NaN,54.1947,25.2834,NaN,NaN,NaN,NaN,0.980053,2.2331,NaN,NaN,NaN,NaN,29.7134
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-15,3706.0,170.0,3876.0,14925.0,172772.0,16.0,16.0,32.0,0.0,2.0,14923.0,14115.0,35.0,11.479531,0.096482,231.625,0.048911,0.047571,4.172859,8.470588,4.294118,72.951496,64.941176,32.529412,1363.608203,0.906385,0.089389,0.909859,0.995466,0.004109,1.028169,0.103284,1.037155,0.943665,0.506944,0.909859,1.04113,1.028169,0.999866,0.002345,0.890001,0.112795,0.048872,0.108313,1.025417,0.054912,NaN,449.182,88.8023,NaN,NaN,NaN,NaN,8.17404,5.10085,NaN,855.483,NaN,NaN,67.2412
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-16,3961.0,180.0,4141.0,16240.0,197913.0,17.0,17.0,34.0,0.0,2.0,16238.0,15376.0,35.0,12.093165,0.093596,233.0,0.047414,0.046182,4.24511,8.444444,4.277778,78.44965,68.888889,34.5,1552.213078,0.911178,0.084931,0.914411,0.995841,0.00379,1.026667,0.09748,1.037414,0.948623,0.506579,0.914411,1.041095,1.026667,0.999877,0.002155,0.895104,0.107567,0.045982,0.103305,1.025458,0.05137,NaN,NaN,163.509,NaN,NaN,NaN,NaN,1.35635,3.21633,NaN,NaN,NaN,NaN,211.851
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-18,4474.0,200.0,4674.0,18990.0,254743.0,19.0,19.0,38.0,0.0,2.0,18988.0,18018.0,35.0,13.326119,0.088468,235.473684,0.04476,0.043707,4.388532,8.4,4.25,89.860505,76.8,38.45,1978.52034,0.91948,0.077184,0.922304,0.996456,0.003258,1.024096,0.087572,1.037813,0.957179,0.505952,0.922304,1.041001,1.024096,0.999895,0.001843,0.904036,0.098418,0.040955,0.094539,1.025575,0.045302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.36562,6.93542,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-19,4732.0,210.0,4942.0,20425.0,286592.0,20.0,20.0,40.0,0.0,2.0,20423.0,19399.0,35.0,13.945263,0.086169,236.6,0.043574,0.042595,4.459733,8.380952,4.238095,95.771752,80.761905,40.428571,2217.472527,0.923096,0.073798,0.925746,0.996711,0.003036,1.022989,0.083311,1.037965,0.960892,0.505682,0.925746,1.040944,1.022989,0.999902,0.001714,0.907968,0.094392,0.038758,0.09068,1.025645,0.042687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.75822,16.56,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-21,5251.0,230.0,5481.0,23415.0,357558.0,22.0,22.0,44.0,0.0,2.0,23413.0,22281.0,35.0,15.188469,0.081999,238.681818,0.041426,0.040572,4.601168,8.347826,4.217391,108.002189,88.695652,44.391304,2750.060179,0.929469,0.067818,0.931815,0.997141,0.002657,1.021053,0.075883,1.038196,0.967407,0.505208,0.931815,1.040817,1.021053,0.999915,0.001495,0.914959,0.087234,0.034885,0.083819,1.025798,0.038127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.8624,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-22,5512.0,240.0,5752.0,24970.0,396835.0,23.0,23.0,46.0,0.0,2.0,24968.0,23782.0,35.0,15.812375,0.080096,239.652174,0.040449,0.039648,4.671419,8.333333,4.208333,114.319889,92.666667,46.375,3044.915094,0.932289,0.065166,0.934504,0.997324,0.002495,1.020202,0.072628,1.038282,0.970279,0.505,0.934504,1.040749,1.020202,0.99992,0.001402,0.918081,0.084038,0.033171,0.080756,1.025878,0.036131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-23,5774.0,250.0,6024.0,26565.0,438748.0,24.0,24.0,48.0,0.0,2.0,26563.0,25323.0,35.0,16.437719,0.078299,240.583333,0.039526,0.038773,4.741368,8.32,4.2,120.77158,96.64,48.36,3359.615518,0.934901,0.062706,0.936996,0.997489,0.002348,1.019417,0.069632,1.038352,0.972931,0.504808,0.936996,1.040678,1.019417,0.999925,0.001318,0.920988,0.081063,0.031586,0.077903,1.02596,0.034296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-24,6037.0,260.0,6297.0,28200.0,483377.0,25.0,25.0,50.0,0.0,2.0,28198.0,26904.0,35.0,17.064433,0.076596,241.48,0.038652,0.037943,4.811021,8.307692,4.192308,127.356519,100.615385,50.346154,3694.758986,0.937326,0.060419,0.93931,0.997638,0.002214,1.018692,0.066864,1.038407,0.975386,0.50463,0.93931,1.040604,1.018692,0.999929,0.001241,0.923702,0.078285,0.030116,0.07524,1.026042,0.032604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-25,6301.0,270.0,6571.0,29875.0,530802.0,26.0,26.0,52.0,0.0,2.0,29873.0,28525.0,35.0,17.692452,0.074979,242.346154,0.037824,0.037155,4.880384,8.296296,4.185185,134.073961,104.592593,52.333333,4050.938264,0.939584,0.058287,0.941466,0.997774,0.002091,1.018018,0.064301,1.038449,0.977665,0.504464,0.941466,1.040529,1.018018,0.999933,0.001172,0.92624,0.075687,0.02875,0.072749,1.026124,0.03104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-26,6566.0,280.0,6846.0,31590.0,581103.0,27.0,27.0,54.0,0.0,2.0,31588.0,30186.0,35.0,18.321716,0.073441,243.185185,0.037037,0.036404,4.94946,8.285714,4.178571,140.923167,108.571429,54.321429,4428.741395,0.94169,0.056296,0.943478,0.997898,0.001979,1.017391,0.06192,1.038481,0.979784,0.50431,0.943478,1.040453,1.017391,0.999937,0.001108,0.928619,0.073252,0.027479,0.070414,1.026206,0.029591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-27,6832.0,290.0,7122.0,33345.0,634360.0,28.0,28.0,56.0,0.0,2.0,33343.0,31887.0,35.0,18.952167,0.071975,244.0,0.036287,0.035688,5.018253,8.275862,4.172414,147.903398,112.551724,56.310345,4828.751756,0.94366,0.054433,0.94536,0.998012,0.001876,1.016807,0.059704,1.038503,0.98176,0.504167,0.94536,1.040375,1.016807,0.99994,0.00105,0.930854,0.070964,0.026293,0.068221,1.026287,0.028247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-28,7099.0,300.0,7399.0,35140.0,690653.0,29.0,29.0,58.0,0.0,2.0,35138.0,33628.0,35.0,19.583751,0.070575,244.793103,0.035572,0.035003,5.086768,8.266667,4.166667,155.013921,116.533333,58.3,5251.548105,0.945505,0.052685,0.947125,0.998116,0.001781,1.01626,0.057636,1.038517,0.983606,0.504032,0.947125,1.040296,1.01626,0.999943,0.000996,0.932956,0.068811,0.025186,0.066157,1.026366,0.026996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-30,7636.0,320.0,7956.0,38850.0,812667.0,31.0,31.0,62.0,0.0,2.0,38848.0,37230.0,35.0,20.850116,0.067954,246.322581,0.034234,0.033719,5.222976,8.25,4.15625,169.622926,124.5,62.28125,6167.79099,0.948867,0.049496,0.950342,0.998301,0.001612,1.015267,0.053888,1.038522,0.986952,0.503788,0.950342,1.040137,1.015267,0.999949,0.000901,0.93681,0.064866,0.023179,0.062373,1.02652,0.024742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-4,967.0,60.0,1027.0,3100.0,15637.0,5.0,5.0,10.0,0.0,2.0,3098.0,2884.0,35.0,4.863548,0.180645,193.4,0.093548,0.087097,3.334956,9.333333,4.833333,21.737098,22.666667,11.5,169.948294,0.780968,0.200486,0.792067,0.977891,0.017267,1.074074,0.280462,1.024013,0.811087,0.517857,0.792067,1.038566,1.074074,0.999355,0.01129,0.762091,0.244862,0.122218,0.233947,1.029221,0.160372,0.728325,0.112771,0.135847,0.652527,NaN,275.872,0.643035,0.149781,0.358486,NaN,0.712699,NaN,0.261038,0.252782
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-5,1211.0,70.0,1281.0,3975.0,22342.0,6.0,6.0,12.0,0.0,2.0,3973.0,3705.0,35.0,5.459623,0.161006,201.833333,0.083019,0.077987,3.418423,9.142857,4.714286,25.698673,26.285714,13.285714,224.031379,0.804001,0.181228,0.813427,0.982742,0.013875,1.064516,0.243779,1.027502,0.835798,0.515625,0.813427,1.039548,1.064516,0.999497,0.008805,0.78575,0.220232,0.108381,0.210721,1.02792,0.137934,1.04168,0.183384,0.175175,0.942174,NaN,NaN,0.925965,0.179768,0.396928,NaN,1.12791,NaN,0.466095,0.374719
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-7,1702.0,90.0,1792.0,5845.0,39660.0,8.0,8.0,16.0,0.0,2.0,5843.0,5467.0,35.0,6.648417,0.136869,212.75,0.070145,0.066724,3.577009,8.888889,4.555556,34.022321,33.777778,17.0,359.278496,0.838376,0.151286,0.8456,0.988271,0.009834,1.051282,0.192782,1.031641,0.872355,0.5125,0.8456,1.040529,1.051282,0.999658,0.005988,0.820376,0.184376,0.08858,0.176699,1.026457,0.107975,1.98613,0.684286,0.297224,1.84444,NaN,501.88,1.62727,0.33692,0.782334,NaN,4.01772,NaN,1.22898,0.754446
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-8,1949.0,100.0,2049.0,6840.0,50433.0,9.0,9.0,18.0,0.0,2.0,6838.0,6408.0,35.0,7.244591,0.128655,216.555556,0.065789,0.062865,3.653978,8.8,4.5,38.393363,37.6,18.9,441.898409,0.851546,0.139532,0.85799,0.989987,0.008526,1.046512,0.174335,1.032964,0.886273,0.511364,0.85799,1.040782,1.046512,0.999708,0.005117,0.833612,0.170723,0.081042,0.163692,1.026051,0.097217,79.845,1.42123,0.422768,80.6565,NaN,634.059,2.68309,0.345345,0.767444,NaN,NaN,NaN,2.15511,1.05197
applications/hardness/arbiter-10-comp-error01-qbf-hardness-depth-9,2197.0,110.0,2307.0,7875.0,62722.0,10.0,10.0,20.0,0.0,2.0,7873.0,7389.0,35.0,7.842794,0.121905,219.7,0.062222,0.059683,3.729952,8.727273,4.454545,42.905938,41.454545,20.818182,535.443787,0.862807,0.12938,0.868609,0.991315,0.007493,1.042553,0.159007,1.033996,0.898138,0.510417,0.868609,1.040949,1.042553,0.999746,0.004444,0.84498,0.159016,0.07456,0.152523,1.025775,0.088238,195.106,7.41084,0.631715,192.209,NaN,503.779,3.17602,0.439089,0.95803,NaN,13.4155,NaN,3.82374,1.41901
